num_layers,lr,batch_size,opt_name,img_size,test_accuracy,epochs_run
3,0.05,32,adam,16,0.71875,3000
4,0.05,32,adam,16,0.4921875,3000
5,0.05,32,adam,16,0.578125,3000
6,0.05,32,adam,16,0.8203125,3000
7,0.05,32,adam,16,0.9609375,3000
8,0.05,32,adam,16,0.546875,3000
9,0.05,32,adam,16,0.640625,3000
10,0.05,32,adam,16,0.484375,3000
