epoch,loss,val_loss,accuracy
1,0.6931174794832865,0.6935915350914001,0.3611111111111111
2,0.6928479373455048,0.6933860778808594,0.3888888888888889
3,0.6928116381168365,0.6937699913978577,0.4722222222222222
4,0.691697875658671,0.6931360960006714,0.4722222222222222
5,0.6905218859513601,0.691987931728363,0.5277777777777778
6,0.6904731690883636,0.6922529339790344,0.5833333333333334
7,0.6901214222113291,0.6931772232055664,0.5277777777777778
8,0.6915577451388041,0.6921138763427734,0.5277777777777778
9,0.6907926698525747,0.6916213631629944,0.5555555555555556
10,0.6904307802518209,0.6915234327316284,0.6388888888888888
11,0.6919516026973724,0.6935479640960693,0.4722222222222222
12,0.6921667555967966,0.6913705468177795,0.5277777777777778
13,0.6887743771076202,0.6922626495361328,0.5555555555555556
14,0.6871365408102671,0.6948590874671936,0.3611111111111111
15,0.68848983446757,0.6920572519302368,0.5277777777777778
16,0.6895053386688232,0.6901386380195618,0.6111111111111112
17,0.6885597109794617,0.6932657361030579,0.5
18,0.6895791788895925,0.6931489109992981,0.5
19,0.6862944563229879,0.6908987164497375,0.5555555555555556
20,0.6865066885948181,0.6948381066322327,0.5277777777777778
21,0.6846620043118795,0.689195454120636,0.5833333333333334
22,0.6847045024236044,0.6920464634895325,0.5833333333333334
23,0.6842050155003866,0.6950774788856506,0.5555555555555556
24,0.6881176630655924,0.6935170292854309,0.5277777777777778
25,0.68268350760142,0.6946115493774414,0.4166666666666667
26,0.681054433186849,0.6933334469795227,0.4722222222222222
27,0.685624231894811,0.6970238089561462,0.3888888888888889
28,0.6879876951376597,0.6897562146186829,0.6111111111111112
29,0.6862721641858419,0.6885152459144592,0.5277777777777778
30,0.6891209185123444,0.6869547367095947,0.6944444444444444
31,0.6853790084520975,0.6885245442390442,0.6111111111111112
32,0.6796090006828308,0.6919532418251038,0.6111111111111112
33,0.6872382362683614,0.6890204548835754,0.5
34,0.689681867758433,0.6938341856002808,0.4166666666666667
35,0.6831741730372111,0.6969529390335083,0.4444444444444444
36,0.68083323041598,0.7000768184661865,0.4166666666666667
37,0.682822972536087,0.6901834607124329,0.5555555555555556
