
>>> Running Config 1/320: run_00_adam_ly1_lr0.001_bs8
  Epoch 1: Train Loss=0.6931, Val Loss=0.6932
  Epoch 2: Train Loss=0.6931, Val Loss=0.6932
  Epoch 3: Train Loss=0.6931, Val Loss=0.6932
  Epoch 4: Train Loss=0.6931, Val Loss=0.6932
  Epoch 5: Train Loss=0.6931, Val Loss=0.6932
  Epoch 6: Train Loss=0.6931, Val Loss=0.6932
  Epoch 7: Train Loss=0.6931, Val Loss=0.6932
  Epoch 8: Train Loss=0.6931, Val Loss=0.6932
  Epoch 9: Train Loss=0.6931, Val Loss=0.6932
  Epoch 10: Train Loss=0.6931, Val Loss=0.6932
  Epoch 11: Train Loss=0.6931, Val Loss=0.6931
  Epoch 12: Train Loss=0.6931, Val Loss=0.6931
  Epoch 13: Train Loss=0.6931, Val Loss=0.6931
  Epoch 14: Train Loss=0.6931, Val Loss=0.6931
  Epoch 15: Train Loss=0.6930, Val Loss=0.6931
  Epoch 16: Train Loss=0.6930, Val Loss=0.6931
  Epoch 17: Train Loss=0.6930, Val Loss=0.6931
  Epoch 18: Train Loss=0.6930, Val Loss=0.6931
  Epoch 19: Train Loss=0.6929, Val Loss=0.6931
  Epoch 20: Train Loss=0.6929, Val Loss=0.6931
  Epoch 21: Train Loss=0.6929, Val Loss=0.6931
  Epoch 22: Train Loss=0.6928, Val Loss=0.6930
  Epoch 23: Train Loss=0.6928, Val Loss=0.6930
  Epoch 24: Train Loss=0.6927, Val Loss=0.6930
  Epoch 25: Train Loss=0.6927, Val Loss=0.6930
  Epoch 26: Train Loss=0.6926, Val Loss=0.6930
  Epoch 27: Train Loss=0.6926, Val Loss=0.6930
  Epoch 28: Train Loss=0.6925, Val Loss=0.6930
  Epoch 29: Train Loss=0.6925, Val Loss=0.6930
  Epoch 30: Train Loss=0.6924, Val Loss=0.6930
  Epoch 31: Train Loss=0.6924, Val Loss=0.6929
  Epoch 32: Train Loss=0.6923, Val Loss=0.6929
  Epoch 33: Train Loss=0.6922, Val Loss=0.6929
  Epoch 34: Train Loss=0.6922, Val Loss=0.6929
  Epoch 35: Train Loss=0.6922, Val Loss=0.6929
  Epoch 36: Train Loss=0.6920, Val Loss=0.6929
  Epoch 37: Train Loss=0.6921, Val Loss=0.6929
  Epoch 38: Train Loss=0.6920, Val Loss=0.6929
  Epoch 39: Train Loss=0.6919, Val Loss=0.6929
  Epoch 40: Train Loss=0.6919, Val Loss=0.6929
  Epoch 41: Train Loss=0.6918, Val Loss=0.6929
  Epoch 42: Train Loss=0.6918, Val Loss=0.6929
  Epoch 43: Train Loss=0.6917, Val Loss=0.6929
  Epoch 44: Train Loss=0.6917, Val Loss=0.6929
  Epoch 45: Train Loss=0.6916, Val Loss=0.6929
  Epoch 46: Train Loss=0.6916, Val Loss=0.6928
  Epoch 47: Train Loss=0.6916, Val Loss=0.6928
  Epoch 48: Train Loss=0.6915, Val Loss=0.6928
  Epoch 49: Train Loss=0.6915, Val Loss=0.6928
  Epoch 50: Train Loss=0.6914, Val Loss=0.6928
  Epoch 51: Train Loss=0.6914, Val Loss=0.6928
  Epoch 52: Train Loss=0.6913, Val Loss=0.6928
  Epoch 53: Train Loss=0.6912, Val Loss=0.6928
  Epoch 54: Train Loss=0.6913, Val Loss=0.6928
  Epoch 55: Train Loss=0.6913, Val Loss=0.6928
  Epoch 56: Train Loss=0.6912, Val Loss=0.6928
  Epoch 57: Train Loss=0.6911, Val Loss=0.6928
  Epoch 58: Train Loss=0.6911, Val Loss=0.6928
  Epoch 59: Train Loss=0.6911, Val Loss=0.6928
  Epoch 60: Train Loss=0.6911, Val Loss=0.6928
  Epoch 61: Train Loss=0.6910, Val Loss=0.6928
  Epoch 62: Train Loss=0.6909, Val Loss=0.6928
  Epoch 63: Train Loss=0.6909, Val Loss=0.6928
  Epoch 64: Train Loss=0.6909, Val Loss=0.6927
  Epoch 65: Train Loss=0.6909, Val Loss=0.6927
  Epoch 66: Train Loss=0.6908, Val Loss=0.6927
  Epoch 67: Train Loss=0.6908, Val Loss=0.6927
  Epoch 68: Train Loss=0.6908, Val Loss=0.6927
  Epoch 69: Train Loss=0.6907, Val Loss=0.6927
  Epoch 70: Train Loss=0.6907, Val Loss=0.6927
  Epoch 71: Train Loss=0.6907, Val Loss=0.6927
  Epoch 72: Train Loss=0.6906, Val Loss=0.6927
  Epoch 73: Train Loss=0.6906, Val Loss=0.6927
  Epoch 74: Train Loss=0.6905, Val Loss=0.6927
  Epoch 75: Train Loss=0.6906, Val Loss=0.6926
  Epoch 76: Train Loss=0.6905, Val Loss=0.6926
  Epoch 77: Train Loss=0.6903, Val Loss=0.6926
  Epoch 78: Train Loss=0.6904, Val Loss=0.6926
  Epoch 79: Train Loss=0.6904, Val Loss=0.6926
  Epoch 80: Train Loss=0.6904, Val Loss=0.6926
  Epoch 81: Train Loss=0.6903, Val Loss=0.6926
  Epoch 82: Train Loss=0.6903, Val Loss=0.6926
  Epoch 83: Train Loss=0.6902, Val Loss=0.6926
  Epoch 84: Train Loss=0.6903, Val Loss=0.6926
  Epoch 85: Train Loss=0.6903, Val Loss=0.6926
  Epoch 86: Train Loss=0.6902, Val Loss=0.6926
  Epoch 87: Train Loss=0.6902, Val Loss=0.6925
  Epoch 88: Train Loss=0.6902, Val Loss=0.6925
  Epoch 89: Train Loss=0.6901, Val Loss=0.6925
  Epoch 90: Train Loss=0.6901, Val Loss=0.6925
  Epoch 91: Train Loss=0.6901, Val Loss=0.6925
  Epoch 92: Train Loss=0.6900, Val Loss=0.6925
  Epoch 93: Train Loss=0.6901, Val Loss=0.6925
  Epoch 94: Train Loss=0.6899, Val Loss=0.6925
  Epoch 95: Train Loss=0.6900, Val Loss=0.6925
  Epoch 96: Train Loss=0.6899, Val Loss=0.6925
  Epoch 97: Train Loss=0.6898, Val Loss=0.6925
  Epoch 98: Train Loss=0.6899, Val Loss=0.6925
  Epoch 99: Train Loss=0.6899, Val Loss=0.6924
  Epoch 100: Train Loss=0.6898, Val Loss=0.6925
  Epoch 101: Train Loss=0.6898, Val Loss=0.6925
  Epoch 102: Train Loss=0.6897, Val Loss=0.6924
  Epoch 103: Train Loss=0.6897, Val Loss=0.6924
  Epoch 104: Train Loss=0.6896, Val Loss=0.6924
  Epoch 105: Train Loss=0.6896, Val Loss=0.6924
  Epoch 106: Train Loss=0.6897, Val Loss=0.6924
  Epoch 107: Train Loss=0.6895, Val Loss=0.6924
  Epoch 108: Train Loss=0.6896, Val Loss=0.6924
  Epoch 109: Train Loss=0.6895, Val Loss=0.6924
  Epoch 110: Train Loss=0.6894, Val Loss=0.6924
  Epoch 111: Train Loss=0.6894, Val Loss=0.6924
  Epoch 112: Train Loss=0.6894, Val Loss=0.6924
  Epoch 113: Train Loss=0.6895, Val Loss=0.6923
  Epoch 114: Train Loss=0.6893, Val Loss=0.6923
  Epoch 115: Train Loss=0.6893, Val Loss=0.6923
  Epoch 116: Train Loss=0.6893, Val Loss=0.6923
  Epoch 117: Train Loss=0.6892, Val Loss=0.6923
  Epoch 118: Train Loss=0.6893, Val Loss=0.6923
  Epoch 119: Train Loss=0.6892, Val Loss=0.6923
  Epoch 120: Train Loss=0.6893, Val Loss=0.6923
  Epoch 121: Train Loss=0.6892, Val Loss=0.6923
  Epoch 122: Train Loss=0.6893, Val Loss=0.6923
  Epoch 123: Train Loss=0.6892, Val Loss=0.6923
  Epoch 124: Train Loss=0.6890, Val Loss=0.6923
  Epoch 125: Train Loss=0.6891, Val Loss=0.6923
  Epoch 126: Train Loss=0.6891, Val Loss=0.6923
  Epoch 127: Train Loss=0.6890, Val Loss=0.6923
  Epoch 128: Train Loss=0.6890, Val Loss=0.6922
  Epoch 129: Train Loss=0.6890, Val Loss=0.6922
  Epoch 130: Train Loss=0.6889, Val Loss=0.6922
  Epoch 131: Train Loss=0.6889, Val Loss=0.6922
  Epoch 132: Train Loss=0.6890, Val Loss=0.6922
  Epoch 133: Train Loss=0.6888, Val Loss=0.6922
  Epoch 134: Train Loss=0.6889, Val Loss=0.6922
  Epoch 135: Train Loss=0.6887, Val Loss=0.6922
  Epoch 136: Train Loss=0.6889, Val Loss=0.6922
  Epoch 137: Train Loss=0.6886, Val Loss=0.6922
  Epoch 138: Train Loss=0.6887, Val Loss=0.6922
  Epoch 139: Train Loss=0.6887, Val Loss=0.6922
  Epoch 140: Train Loss=0.6889, Val Loss=0.6922
  Epoch 141: Train Loss=0.6885, Val Loss=0.6922
  Epoch 142: Train Loss=0.6887, Val Loss=0.6922
  Epoch 143: Train Loss=0.6885, Val Loss=0.6922
  Epoch 144: Train Loss=0.6886, Val Loss=0.6922
  Epoch 145: Train Loss=0.6886, Val Loss=0.6921
  Epoch 146: Train Loss=0.6884, Val Loss=0.6921
  Epoch 147: Train Loss=0.6885, Val Loss=0.6921
  Epoch 148: Train Loss=0.6885, Val Loss=0.6921
  Epoch 149: Train Loss=0.6884, Val Loss=0.6921
  Epoch 150: Train Loss=0.6884, Val Loss=0.6921
  Epoch 151: Train Loss=0.6884, Val Loss=0.6921
  Epoch 152: Train Loss=0.6884, Val Loss=0.6921
  Epoch 153: Train Loss=0.6883, Val Loss=0.6921
  Epoch 154: Train Loss=0.6882, Val Loss=0.6921
  Epoch 155: Train Loss=0.6884, Val Loss=0.6921
  Epoch 156: Train Loss=0.6884, Val Loss=0.6921
  Epoch 157: Train Loss=0.6882, Val Loss=0.6921
  Epoch 158: Train Loss=0.6882, Val Loss=0.6921
  Epoch 159: Train Loss=0.6882, Val Loss=0.6921
  Epoch 160: Train Loss=0.6881, Val Loss=0.6921
  Epoch 161: Train Loss=0.6880, Val Loss=0.6921
  Epoch 162: Train Loss=0.6881, Val Loss=0.6921
  Epoch 163: Train Loss=0.6880, Val Loss=0.6921
  Epoch 164: Train Loss=0.6880, Val Loss=0.6921
  Epoch 165: Train Loss=0.6880, Val Loss=0.6921
  Epoch 166: Train Loss=0.6880, Val Loss=0.6920
  Epoch 167: Train Loss=0.6878, Val Loss=0.6921
  Epoch 168: Train Loss=0.6879, Val Loss=0.6920
  Epoch 169: Train Loss=0.6879, Val Loss=0.6921
  Epoch 170: Train Loss=0.6876, Val Loss=0.6920
  Epoch 171: Train Loss=0.6879, Val Loss=0.6920
  Epoch 172: Train Loss=0.6875, Val Loss=0.6920
  Epoch 173: Train Loss=0.6878, Val Loss=0.6920
  Epoch 174: Train Loss=0.6878, Val Loss=0.6920
  Epoch 175: Train Loss=0.6877, Val Loss=0.6920
  Epoch 176: Train Loss=0.6877, Val Loss=0.6920
  Epoch 177: Train Loss=0.6878, Val Loss=0.6920
  Epoch 178: Train Loss=0.6877, Val Loss=0.6920
  Epoch 179: Train Loss=0.6876, Val Loss=0.6920
  Epoch 180: Train Loss=0.6875, Val Loss=0.6920
  Epoch 181: Train Loss=0.6876, Val Loss=0.6920
  Epoch 182: Train Loss=0.6876, Val Loss=0.6920
  Epoch 183: Train Loss=0.6875, Val Loss=0.6920
  Epoch 184: Train Loss=0.6875, Val Loss=0.6920
  Epoch 185: Train Loss=0.6872, Val Loss=0.6920
  Epoch 186: Train Loss=0.6874, Val Loss=0.6920
  Epoch 187: Train Loss=0.6873, Val Loss=0.6920
  Epoch 188: Train Loss=0.6872, Val Loss=0.6920
  Epoch 189: Train Loss=0.6873, Val Loss=0.6920
  Epoch 190: Train Loss=0.6873, Val Loss=0.6920
  Epoch 191: Train Loss=0.6873, Val Loss=0.6920
  Epoch 192: Train Loss=0.6873, Val Loss=0.6920
  Epoch 193: Train Loss=0.6873, Val Loss=0.6920
  Epoch 194: Train Loss=0.6872, Val Loss=0.6920
  Epoch 195: Train Loss=0.6872, Val Loss=0.6920
