
>>> Config 1/19: run_0_ly2_lr0.05_bs32
    Epoch 100/5000 - Loss: 0.645827
    Epoch 200/5000 - Loss: 0.632816
    Epoch 300/5000 - Loss: 0.630133
    Epoch 400/5000 - Loss: 0.643229
    Epoch 500/5000 - Loss: 0.635066
    Epoch 600/5000 - Loss: 0.628202
    Epoch 700/5000 - Loss: 0.629143
    Epoch 800/5000 - Loss: 0.643215
    Epoch 900/5000 - Loss: 0.633938
    Epoch 1000/5000 - Loss: 0.632394
    Epoch 1100/5000 - Loss: 0.623788
    Epoch 1200/5000 - Loss: 0.623184
    Epoch 1300/5000 - Loss: 0.622368
    Epoch 1400/5000 - Loss: 0.627795
    Epoch 1500/5000 - Loss: 0.616660
    Epoch 1600/5000 - Loss: 0.621764
    Epoch 1700/5000 - Loss: 0.639591
    Epoch 1800/5000 - Loss: 0.618176
    Epoch 1900/5000 - Loss: 0.620837
    Epoch 2000/5000 - Loss: 0.626118
    Epoch 2100/5000 - Loss: 0.619420
    Epoch 2200/5000 - Loss: 0.621058
    Epoch 2300/5000 - Loss: 0.624240
    Epoch 2400/5000 - Loss: 0.617776
    Epoch 2500/5000 - Loss: 0.612890
    Epoch 2600/5000 - Loss: 0.612916
    Epoch 2700/5000 - Loss: 0.615559
    Epoch 2800/5000 - Loss: 0.612609
    Epoch 2900/5000 - Loss: 0.618876
    Epoch 3000/5000 - Loss: 0.610326
    Epoch 3100/5000 - Loss: 0.609742
    Epoch 3200/5000 - Loss: 0.608476
    Epoch 3300/5000 - Loss: 0.608952
    Epoch 3400/5000 - Loss: 0.609770
    Epoch 3500/5000 - Loss: 0.608040
    Epoch 3600/5000 - Loss: 0.608229
    Epoch 3700/5000 - Loss: 0.606061
    Epoch 3800/5000 - Loss: 0.608667
    Epoch 3900/5000 - Loss: 0.605606
    Epoch 4000/5000 - Loss: 0.605805
    Epoch 4100/5000 - Loss: 0.605649
    Epoch 4200/5000 - Loss: 0.604241
    Epoch 4300/5000 - Loss: 0.605776
    Epoch 4400/5000 - Loss: 0.603586
    Epoch 4500/5000 - Loss: 0.602774
    Epoch 4600/5000 - Loss: 0.602998
    Epoch 4700/5000 - Loss: 0.602883
    Epoch 4800/5000 - Loss: 0.603259
    Epoch 4900/5000 - Loss: 0.602833
    Epoch 5000/5000 - Loss: 0.602140

>>> Config 2/19: run_1_ly3_lr0.05_bs32
    Epoch 100/5000 - Loss: 0.573275
    Epoch 200/5000 - Loss: 0.547091
    Epoch 300/5000 - Loss: 0.540944
    Epoch 400/5000 - Loss: 0.542209
    Epoch 500/5000 - Loss: 0.518375
    Epoch 600/5000 - Loss: 0.532076
    Epoch 700/5000 - Loss: 0.519023
    Epoch 800/5000 - Loss: 0.535823
    Epoch 900/5000 - Loss: 0.560131
    Epoch 1000/5000 - Loss: 0.514312
    Epoch 1100/5000 - Loss: 0.511656
    Epoch 1200/5000 - Loss: 0.515960
    Epoch 1300/5000 - Loss: 0.526215
    Epoch 1400/5000 - Loss: 0.516535
    Epoch 1500/5000 - Loss: 0.547230
    Epoch 1600/5000 - Loss: 0.500589
    Epoch 1700/5000 - Loss: 0.498143
    Epoch 1800/5000 - Loss: 0.528757
    Epoch 1900/5000 - Loss: 0.502911
    Epoch 2000/5000 - Loss: 0.498868
    Epoch 2100/5000 - Loss: 0.504723
    Epoch 2200/5000 - Loss: 0.492611
    Epoch 2300/5000 - Loss: 0.514600
    Epoch 2400/5000 - Loss: 0.487520
    Epoch 2500/5000 - Loss: 0.489505
    Epoch 2600/5000 - Loss: 0.483511
    Epoch 2700/5000 - Loss: 0.489469
    Epoch 2800/5000 - Loss: 0.486504
    Epoch 2900/5000 - Loss: 0.483117
    Epoch 3000/5000 - Loss: 0.478778
    Epoch 3100/5000 - Loss: 0.495628
    Epoch 3200/5000 - Loss: 0.477819
    Epoch 3300/5000 - Loss: 0.480250
    Epoch 3400/5000 - Loss: 0.475500
    Epoch 3500/5000 - Loss: 0.475335
    Epoch 3600/5000 - Loss: 0.471696
    Epoch 3700/5000 - Loss: 0.476926
    Epoch 3800/5000 - Loss: 0.473674
    Epoch 3900/5000 - Loss: 0.470345
    Epoch 4000/5000 - Loss: 0.470242
    Epoch 4100/5000 - Loss: 0.472016
    Epoch 4200/5000 - Loss: 0.470106
    Epoch 4300/5000 - Loss: 0.467485
    Epoch 4400/5000 - Loss: 0.467793
    Epoch 4500/5000 - Loss: 0.469216
    Epoch 4600/5000 - Loss: 0.467452
    Epoch 4700/5000 - Loss: 0.465452
    Epoch 4800/5000 - Loss: 0.466266
    Epoch 4900/5000 - Loss: 0.465475
    Epoch 5000/5000 - Loss: 0.466447

>>> Config 3/19: run_2_ly4_lr0.05_bs32
    Epoch 100/5000 - Loss: 0.652148
    Epoch 200/5000 - Loss: 0.641514
    Epoch 300/5000 - Loss: 0.651527
    Epoch 400/5000 - Loss: 0.639681
    Epoch 500/5000 - Loss: 0.646106
    Epoch 600/5000 - Loss: 0.640711
    Epoch 700/5000 - Loss: 0.654080
    Epoch 800/5000 - Loss: 0.629009
    Epoch 900/5000 - Loss: 0.638450
    Epoch 1000/5000 - Loss: 0.648290
