epoch,loss,val_loss,accuracy
1,0.6930859684944153,0.6931151151657104,0.5555555555555556
2,0.693087657292684,0.6931150555610657,0.5555555555555556
3,0.6930902004241943,0.6931150555610657,0.5555555555555556
4,0.6930947303771973,0.6931150555610657,0.5555555555555556
5,0.6930849552154541,0.6931150555610657,0.5555555555555556
6,0.693076471487681,0.6931149959564209,0.5555555555555556
7,0.6930901408195496,0.6931149363517761,0.5555555555555556
8,0.6930732528368632,0.6931149363517761,0.5555555555555556
9,0.6930832862854004,0.6931147575378418,0.5555555555555556
10,0.6930749813715616,0.6931148171424866,0.5555555555555556
11,0.6930815577507019,0.6931148171424866,0.5555555555555556
12,0.6930729746818542,0.693114697933197,0.5555555555555556
13,0.6930816769599915,0.693114697933197,0.5555555555555556
14,0.6930881341298422,0.693114697933197,0.5555555555555556
15,0.6930832465489706,0.6931146383285522,0.5555555555555556
16,0.6930769085884094,0.6931145787239075,0.5555555555555556
17,0.6930884917577108,0.6931145787239075,0.5555555555555556
18,0.6930915713310242,0.6931145191192627,0.5555555555555556
19,0.6930918296178182,0.6931145191192627,0.5555555555555556
20,0.6930922865867615,0.6931144595146179,0.5555555555555556
21,0.6930889288584391,0.6931144595146179,0.5555555555555556
22,0.6930962006251017,0.6931143999099731,0.5555555555555556
23,0.693083922068278,0.6931143403053284,0.5555555555555556
24,0.6930912137031555,0.6931143403053284,0.5555555555555556
25,0.6930725971857706,0.6931142807006836,0.5555555555555556
26,0.693087637424469,0.6931142807006836,0.5555555555555556
27,0.6930870612462362,0.6931142807006836,0.5555555555555556
28,0.6930854519208273,0.693114161491394,0.5555555555555556
29,0.693068246046702,0.6931142807006836,0.5555555555555556
30,0.6930721799532572,0.693114161491394,0.5555555555555556
31,0.6930710673332214,0.693114161491394,0.5555555555555556
32,0.6930872996648153,0.693114161491394,0.5555555555555556
33,0.6930687427520752,0.6931141018867493,0.5555555555555556
34,0.6930962602297465,0.6931140422821045,0.5555555555555556
35,0.6930804252624512,0.6931139826774597,0.5555555555555556
36,0.693086584409078,0.6931139826774597,0.5555555555555556
37,0.6930822928746542,0.6931139826774597,0.5555555555555556
38,0.6930998166402181,0.6931139230728149,0.5555555555555556
39,0.6930757959683737,0.6931138634681702,0.5555555555555556
40,0.6930817564328512,0.6931139230728149,0.5555555555555556
41,0.6930823922157288,0.6931138634681702,0.5555555555555556
42,0.6930790146191915,0.6931138634681702,0.5555555555555556
43,0.6930886705716451,0.6931137442588806,0.5555555555555556
44,0.6930768887201945,0.6931138634681702,0.5555555555555556
45,0.6930894056955973,0.6931136846542358,0.5555555555555556
46,0.693075954914093,0.6931136846542358,0.5555555555555556
47,0.6930790742238363,0.6931136846542358,0.5555555555555556
48,0.6930864254633585,0.6931136250495911,0.5555555555555556
49,0.6930784583091736,0.6931136846542358,0.5555555555555556
50,0.6930812398592631,0.6931136846542358,0.5555555555555556
51,0.6930829882621765,0.6931136250495911,0.5555555555555556
