epoch,loss
1,0.6931515112519264
2,0.6931509450078011
3,0.6931503340601921
4,0.6931489482522011
5,0.6931462287902832
6,0.6931415051221848
7,0.6931321993470192
8,0.6931190714240074
9,0.6931066736578941
10,0.69308952242136
11,0.6930720582604408
12,0.6930558308959007
13,0.6930452585220337
14,0.6930294781923294
15,0.6930153593420982
16,0.6930053383111954
17,0.6929938569664955
18,0.6929828301072121
19,0.692969985306263
20,0.6929597109556198
21,0.6929482743144035
22,0.6929380670189857
23,0.6929261460900307
24,0.6929160207509995
25,0.6929038092494011
26,0.6928931027650833
27,0.6928806528449059
28,0.6928702294826508
29,0.6928599923849106
30,0.6928474456071854
31,0.6928369104862213
32,0.6928264573216438
33,0.6928156539797783
34,0.6928041502833366
35,0.6927921399474144
36,0.6927811205387115
37,0.6927701309323311
38,0.6927583515644073
39,0.6927485242486
40,0.6927379295229912
41,0.6927256137132645
42,0.6927159801125526
43,0.6927037388086319
44,0.6926931515336037
45,0.6926821619272232
46,0.6926708072423935
47,0.6926583051681519
48,0.6926507204771042
49,0.6926388218998909
50,0.6926271393895149
51,0.6926168352365494
52,0.6926030367612839
53,0.69259312748909
54,0.6925833001732826
55,0.6925718113780022
56,0.6925608739256859
57,0.6925473734736443
58,0.6925389915704727
59,0.6925288736820221
60,0.6925157457590103
61,0.6925076842308044
62,0.6924949586391449
63,0.6924827545881271
64,0.6924728825688362
65,0.6924631595611572
66,0.6924491748213768
67,0.6924348399043083
68,0.692422904074192
69,0.6924160122871399
70,0.6924052834510803
71,0.6923933178186417
72,0.692383237183094
73,0.6923692524433136
74,0.6923591196537018
75,0.6923506930470467
76,0.6923389136791229
77,0.6923279315233231
78,0.6923172250390053
79,0.6923039630055428
80,0.6922951564192772
81,0.692284882068634
82,0.6922722980380058
83,0.6922616586089134
84,0.6922549605369568
85,0.6922387108206749
86,0.6922255381941795
87,0.6922107711434364
88,0.6922024786472321
89,0.6921935304999352
90,0.6921849846839905
91,0.6921726539731026
92,0.6921615600585938
93,0.6921510025858879
94,0.6921441406011581
95,0.6921282708644867
96,0.6921180784702301
97,0.6921027228236198
98,0.6920936033129692
99,0.6920851916074753
100,0.6920731663703918
101,0.6920638680458069
102,0.6920529827475548
103,0.6920442506670952
104,0.692035898566246
105,0.6920193731784821
106,0.6920067965984344
107,0.6920019462704659
108,0.6919903308153152
109,0.6919785588979721
110,0.6919687911868095
