num_layers,lr,batch_size,opt_name,img_size,test_accuracy,epochs_run
3,0.05,32,adam,16,0.703125,1000
4,0.05,32,adam,16,0.484375,1000
5,0.05,32,adam,16,0.6328125,1000
6,0.05,32,adam,16,0.8359375,1000
7,0.05,32,adam,16,0.9453125,1000
8,0.05,32,adam,16,0.578125,1000
9,0.05,32,adam,16,0.625,1000
10,0.05,32,adam,16,0.546875,1000
