
>>> Config 1/19: run_0_ly2_lr0.05_bs32
    Epoch 100/5000 - Loss: 0.674060
    Epoch 200/5000 - Loss: 0.660259
    Epoch 300/5000 - Loss: 0.654209
    Epoch 400/5000 - Loss: 0.650267
    Epoch 500/5000 - Loss: 0.648907
    Epoch 600/5000 - Loss: 0.645578
    Epoch 700/5000 - Loss: 0.645200
    Epoch 800/5000 - Loss: 0.637945
    Epoch 900/5000 - Loss: 0.639626
    Epoch 1000/5000 - Loss: 0.644243
    Epoch 1100/5000 - Loss: 0.635201
    Epoch 1200/5000 - Loss: 0.631526
    Epoch 1300/5000 - Loss: 0.632655
    Epoch 1400/5000 - Loss: 0.634796
    Epoch 1500/5000 - Loss: 0.646137
    Epoch 1600/5000 - Loss: 0.631523
    Epoch 1700/5000 - Loss: 0.625199
    Epoch 1800/5000 - Loss: 0.638339
    Epoch 1900/5000 - Loss: 0.626917
    Epoch 2000/5000 - Loss: 0.628519
    Epoch 2100/5000 - Loss: 0.627900
    Epoch 2200/5000 - Loss: 0.618839
    Epoch 2300/5000 - Loss: 0.621988
    Epoch 2400/5000 - Loss: 0.631061
    Epoch 2500/5000 - Loss: 0.620417
    Epoch 2600/5000 - Loss: 0.612197
    Epoch 2700/5000 - Loss: 0.621074
    Epoch 2800/5000 - Loss: 0.620853
    Epoch 2900/5000 - Loss: 0.614591
    Epoch 3000/5000 - Loss: 0.613530
    Epoch 3100/5000 - Loss: 0.613306
    Epoch 3200/5000 - Loss: 0.609799
    Epoch 3300/5000 - Loss: 0.610883
    Epoch 3400/5000 - Loss: 0.610095
    Epoch 3500/5000 - Loss: 0.614541
    Epoch 3600/5000 - Loss: 0.607447
    Epoch 3700/5000 - Loss: 0.611496
    Epoch 3800/5000 - Loss: 0.608192
    Epoch 3900/5000 - Loss: 0.608204
    Epoch 4000/5000 - Loss: 0.606880
    Epoch 4100/5000 - Loss: 0.607030
    Epoch 4200/5000 - Loss: 0.606251
    Epoch 4300/5000 - Loss: 0.605926
    Epoch 4400/5000 - Loss: 0.606417
