epoch,loss
1,0.6937350829442342
2,0.6924679676691691
3,0.6910838484764099
4,0.6905888517697653
5,0.6888172626495361
6,0.6879898905754089
7,0.6863219539324442
8,0.6848633488019308
9,0.6831164360046387
10,0.6817641655604044
11,0.6802789171536764
12,0.6792714397112528
13,0.6775182485580444
14,0.6766866048177084
15,0.675512969493866
16,0.673492968082428
17,0.6724355618158976
18,0.670090933640798
19,0.6679407358169556
20,0.6669052441914877
21,0.664025068283081
22,0.6651999155680338
23,0.6629648208618164
24,0.6607199708620707
25,0.6578928033510844
26,0.6600491205851237
27,0.6597239176432291
28,0.6551174521446228
29,0.6569471955299377
30,0.6536999940872192
31,0.6546871860822042
32,0.6553248564402262
33,0.6480227907498678
34,0.6504104336102804
35,0.650678793589274
36,0.6488381028175354
37,0.6445183555285136
38,0.6417394081751505
39,0.6405426661173502
40,0.6423763036727905
41,0.6381423870722452
42,0.6396184166272482
43,0.639265755812327
44,0.639338215192159
45,0.6394502719243368
46,0.6344088713328043
47,0.6349416971206665
48,0.6352794567743937
49,0.6337986389795939
50,0.6357912222544352
51,0.634952982266744
52,0.6347966988881429
53,0.631331205368042
54,0.6280288894971212
55,0.6304959654808044
56,0.6276561419169108
57,0.6269806226094564
58,0.6288349827130636
59,0.6259686748186747
60,0.6243223945299784
61,0.6210546890894572
62,0.6205853621164957
63,0.6243788202603658
64,0.619658887386322
65,0.6230507493019104
66,0.618462324142456
67,0.6220795710881551
68,0.6202369332313538
69,0.6205686926841736
70,0.6163894931475321
71,0.6193522612253824
72,0.6148387789726257
73,0.6181009411811829
74,0.6183459361394247
75,0.6117176214853922
76,0.6129896442095438
77,0.6144994497299194
78,0.6114858786265055
79,0.6152860323588053
80,0.6091585357983907
81,0.6060426235198975
82,0.607644259929657
83,0.6098148226737976
84,0.6103278199831644
85,0.6071726083755493
86,0.6089335083961487
87,0.6063898801803589
88,0.6091954112052917
89,0.6053275664647421
90,0.6023115913073221
91,0.6021996736526489
92,0.6019741296768188
93,0.6018710931142172
94,0.6026087601979574
95,0.6035506725311279
96,0.6016355951627096
97,0.6020819942156473
98,0.6025336980819702
99,0.5963624318440756
