epoch,loss,val_loss,accuracy
1,0.6931475626097785,0.6931174397468567,0.4868421052631579
2,0.6931471162372165,0.6931174397468567,0.4934210526315789
3,0.6931481937567393,0.6931174397468567,0.4934210526315789
4,0.6931479367944929,0.6931174397468567,0.5
5,0.6931480454074012,0.6931174397468567,0.4934210526315789
6,0.6931484394603306,0.6931174397468567,0.48026315789473684
7,0.6931480427583059,0.6931173801422119,0.4868421052631579
8,0.6931487321853638,0.6931174397468567,0.4868421052631579
9,0.693149760696623,0.6931174397468567,0.4868421052631579
10,0.6931489765644073,0.6931174397468567,0.4934210526315789
11,0.6931474089622498,0.6931174397468567,0.48026315789473684
12,0.6931514037979973,0.6931174993515015,0.48026315789473684
13,0.6931472493542565,0.6931174993515015,0.4868421052631579
14,0.6931475785043505,0.6931174397468567,0.48026315789473684
15,0.6931494620111254,0.6931174397468567,0.4868421052631579
16,0.6931465678744846,0.6931174397468567,0.4868421052631579
17,0.6931481877962749,0.6931174397468567,0.4868421052631579
18,0.6931493004163106,0.6931173801422119,0.4868421052631579
19,0.693148547410965,0.6931173205375671,0.48026315789473684
20,0.693148801724116,0.6931173801422119,0.48026315789473684
21,0.6931477897697025,0.6931173205375671,0.4868421052631579
22,0.6931479831536611,0.6931173205375671,0.48026315789473684
23,0.6931474149227143,0.6931173205375671,0.48026315789473684
24,0.6931474943955739,0.6931173205375671,0.4868421052631579
25,0.6931471586227417,0.6931173205375671,0.4934210526315789
26,0.6931482586595747,0.6931173205375671,0.4934210526315789
27,0.6931464314460755,0.6931173205375671,0.48026315789473684
28,0.6931472533278995,0.6931173205375671,0.4868421052631579
29,0.6931466605928209,0.6931173205375671,0.47368421052631576
30,0.693148938814799,0.6931173205375671,0.48026315789473684
31,0.6931480765342712,0.6931173205375671,0.4868421052631579
32,0.6931492110093435,0.6931173205375671,0.4868421052631579
33,0.6931476685735914,0.6931173205375671,0.4868421052631579
34,0.6931469877560933,0.6931173205375671,0.4868421052631579
35,0.693148073885176,0.6931173205375671,0.4868421052631579
36,0.6931470519966549,0.6931172609329224,0.48026315789473684
37,0.6931479752063752,0.6931172609329224,0.4934210526315789
38,0.6931458618905809,0.6931172609329224,0.48026315789473684
39,0.6931476970513661,0.6931172609329224,0.4868421052631579
40,0.6931488586796655,0.6931172609329224,0.4934210526315789
41,0.693147556649314,0.6931172609329224,0.48026315789473684
42,0.6931474725405375,0.6931172013282776,0.4868421052631579
43,0.6931487010584937,0.6931172609329224,0.48026315789473684
44,0.6931473645899031,0.6931172609329224,0.4868421052631579
45,0.6931451115343306,0.6931172013282776,0.4868421052631579
46,0.6931478003660838,0.6931172609329224,0.48026315789473684
47,0.6931457254621718,0.6931172609329224,0.4934210526315789
48,0.6931464744938745,0.6931172609329224,0.4934210526315789
49,0.6931483407815298,0.6931172013282776,0.4868421052631579
50,0.6931482136249543,0.6931171417236328,0.48026315789473684
51,0.6931474122736189,0.6931171417236328,0.4868421052631579
