
>>> Config 1/19: run_0_ly2_lr0.05_bs32
    Epoch 1100/3000 - Loss: 0.686155
    Epoch 1200/3000 - Loss: 0.676626
    Epoch 1300/3000 - Loss: 0.672840
    Epoch 1400/3000 - Loss: 0.686000
    Epoch 1500/3000 - Loss: 0.674610
    Epoch 1600/3000 - Loss: 0.675302
    Epoch 1700/3000 - Loss: 0.667042
    Epoch 1800/3000 - Loss: 0.645371
    Epoch 1900/3000 - Loss: 0.639657
    Epoch 2000/3000 - Loss: 0.655942
    Epoch 2100/3000 - Loss: 0.632456
    Epoch 2200/3000 - Loss: 0.621033
    Epoch 2300/3000 - Loss: 0.618817
    Epoch 2400/3000 - Loss: 0.615579
    Epoch 2500/3000 - Loss: 0.613079
    Epoch 2600/3000 - Loss: 0.612235
    Epoch 2700/3000 - Loss: 0.610863
    Epoch 2800/3000 - Loss: 0.610345
    Epoch 2900/3000 - Loss: 0.608845
    Epoch 3000/3000 - Loss: 0.609031

>>> Config 12/19: run_11_ly13_lr0.05_bs32
    Epoch 100/3000 - Loss: 0.686025
    Epoch 200/3000 - Loss: 0.692244
    Epoch 300/3000 - Loss: 0.687786
    Epoch 400/3000 - Loss: 0.692137
    Epoch 500/3000 - Loss: 0.676552
    Epoch 600/3000 - Loss: 0.683610
    Epoch 700/3000 - Loss: 0.682430
    Epoch 800/3000 - Loss: 0.686326
    Epoch 900/3000 - Loss: 0.683425
    Epoch 1000/3000 - Loss: 0.675710
    Epoch 1100/3000 - Loss: 0.690603
    Epoch 1200/3000 - Loss: 0.684306
    Epoch 1300/3000 - Loss: 0.670015
    Epoch 1400/3000 - Loss: 0.688522
    Epoch 1500/3000 - Loss: 0.678766
    Epoch 1600/3000 - Loss: 0.661248
    Epoch 1700/3000 - Loss: 0.656258
    Epoch 1800/3000 - Loss: 0.644565
    Epoch 1900/3000 - Loss: 0.638854
    Epoch 2000/3000 - Loss: 0.632885
    Epoch 2100/3000 - Loss: 0.625855
    Epoch 2200/3000 - Loss: 0.617512
    Epoch 2300/3000 - Loss: 0.611882
    Epoch 2400/3000 - Loss: 0.609187
    Epoch 2500/3000 - Loss: 0.608071
    Epoch 2600/3000 - Loss: 0.606270
    Epoch 2700/3000 - Loss: 0.603185
    Epoch 2800/3000 - Loss: 0.601579
    Epoch 2900/3000 - Loss: 0.602016
    Epoch 3000/3000 - Loss: 0.603187

>>> Config 13/19: run_12_ly14_lr0.05_bs32
    Epoch 100/3000 - Loss: 0.691285
    Epoch 200/3000 - Loss: 0.690157
    Epoch 300/3000 - Loss: 0.685870
    Epoch 400/3000 - Loss: 0.686839
    Epoch 500/3000 - Loss: 0.685463
    Epoch 600/3000 - Loss: 0.688140
    Epoch 700/3000 - Loss: 0.694593
    Epoch 800/3000 - Loss: 0.696151
    Epoch 900/3000 - Loss: 0.681265
    Epoch 1000/3000 - Loss: 0.687698
    Epoch 1100/3000 - Loss: 0.682040
    Epoch 1200/3000 - Loss: 0.683570
    Epoch 1300/3000 - Loss: 0.680267
    Epoch 1400/3000 - Loss: 0.674245
    Epoch 1500/3000 - Loss: 0.675753
    Epoch 1600/3000 - Loss: 0.661327
    Epoch 1700/3000 - Loss: 0.662643
    Epoch 1800/3000 - Loss: 0.668245
    Epoch 1900/3000 - Loss: 0.650903
    Epoch 2000/3000 - Loss: 0.639621
    Epoch 2100/3000 - Loss: 0.638723
    Epoch 2200/3000 - Loss: 0.628405
    Epoch 2300/3000 - Loss: 0.622596
    Epoch 2400/3000 - Loss: 0.620311
    Epoch 2500/3000 - Loss: 0.617822
    Epoch 2600/3000 - Loss: 0.615871
    Epoch 2700/3000 - Loss: 0.615298
    Epoch 2800/3000 - Loss: 0.613802
    Epoch 2900/3000 - Loss: 0.613636
    Epoch 3000/3000 - Loss: 0.612969

>>> Config 14/19: run_13_ly15_lr0.05_bs32
    Epoch 100/3000 - Loss: 0.692828
    Epoch 200/3000 - Loss: 0.687577
    Epoch 300/3000 - Loss: 0.688908
    Epoch 400/3000 - Loss: 0.681516
    Epoch 500/3000 - Loss: 0.695431
    Epoch 600/3000 - Loss: 0.682584
    Epoch 700/3000 - Loss: 0.689095
    Epoch 800/3000 - Loss: 0.689765
    Epoch 900/3000 - Loss: 0.676456
    Epoch 1000/3000 - Loss: 0.690568
    Epoch 1100/3000 - Loss: 0.680588
    Epoch 1200/3000 - Loss: 0.688389
    Epoch 1300/3000 - Loss: 0.673425
    Epoch 1400/3000 - Loss: 0.664924
    Epoch 1500/3000 - Loss: 0.667024
    Epoch 1600/3000 - Loss: 0.669170
    Epoch 1700/3000 - Loss: 0.661286
    Epoch 1800/3000 - Loss: 0.647904
    Epoch 1900/3000 - Loss: 0.653431
    Epoch 2000/3000 - Loss: 0.642804
    Epoch 2100/3000 - Loss: 0.641243
    Epoch 2200/3000 - Loss: 0.626195
    Epoch 2300/3000 - Loss: 0.620514
    Epoch 2400/3000 - Loss: 0.618623
    Epoch 2500/3000 - Loss: 0.618385
    Epoch 2600/3000 - Loss: 0.614959
    Epoch 2700/3000 - Loss: 0.612166
    Epoch 2800/3000 - Loss: 0.611373
    Epoch 2900/3000 - Loss: 0.610714
    Epoch 3000/3000 - Loss: 0.610151

>>> Config 15/19: run_14_ly16_lr0.05_bs32
    Epoch 100/3000 - Loss: 0.691036
    Epoch 200/3000 - Loss: 0.690897
    Epoch 300/3000 - Loss: 0.689159
    Epoch 400/3000 - Loss: 0.690424
    Epoch 500/3000 - Loss: 0.693522
    Epoch 600/3000 - Loss: 0.693860
    Epoch 700/3000 - Loss: 0.684290
    Epoch 800/3000 - Loss: 0.681043
    Epoch 900/3000 - Loss: 0.686710
    Epoch 1000/3000 - Loss: 0.688109
    Epoch 1100/3000 - Loss: 0.672477
    Epoch 1200/3000 - Loss: 0.687980
    Epoch 1300/3000 - Loss: 0.689343
    Epoch 1400/3000 - Loss: 0.665554
    Epoch 1500/3000 - Loss: 0.661922
    Epoch 1600/3000 - Loss: 0.667345
    Epoch 1700/3000 - Loss: 0.663826
    Epoch 1800/3000 - Loss: 0.658533
    Epoch 1900/3000 - Loss: 0.639430
    Epoch 2000/3000 - Loss: 0.637444
    Epoch 2100/3000 - Loss: 0.634473
    Epoch 2200/3000 - Loss: 0.629711
    Epoch 2300/3000 - Loss: 0.624290
    Epoch 2400/3000 - Loss: 0.617281
    Epoch 2500/3000 - Loss: 0.614705
    Epoch 2600/3000 - Loss: 0.614201
    Epoch 2700/3000 - Loss: 0.611075
    Epoch 2800/3000 - Loss: 0.609376
    Epoch 2900/3000 - Loss: 0.609452
    Epoch 3000/3000 - Loss: 0.608991

>>> Config 16/19: run_15_ly17_lr0.05_bs32
    Epoch 100/3000 - Loss: 0.691665
    Epoch 200/3000 - Loss: 0.691741
    Epoch 300/3000 - Loss: 0.691268
    Epoch 400/3000 - Loss: 0.690200
    Epoch 500/3000 - Loss: 0.690752
    Epoch 600/3000 - Loss: 0.691976
    Epoch 700/3000 - Loss: 0.690038
    Epoch 800/3000 - Loss: 0.687643
    Epoch 900/3000 - Loss: 0.678255
    Epoch 1000/3000 - Loss: 0.679953
    Epoch 1100/3000 - Loss: 0.682301
    Epoch 1200/3000 - Loss: 0.676208
    Epoch 1300/3000 - Loss: 0.672016
    Epoch 1400/3000 - Loss: 0.667779
    Epoch 1500/3000 - Loss: 0.665150
    Epoch 1600/3000 - Loss: 0.670924
    Epoch 1700/3000 - Loss: 0.653344
    Epoch 1800/3000 - Loss: 0.668970
    Epoch 1900/3000 - Loss: 0.644642
    Epoch 2000/3000 - Loss: 0.645461
    Epoch 2100/3000 - Loss: 0.636481
    Epoch 2200/3000 - Loss: 0.621538
    Epoch 2300/3000 - Loss: 0.613089
    Epoch 2400/3000 - Loss: 0.606459
    Epoch 2500/3000 - Loss: 0.603838
    Epoch 2600/3000 - Loss: 0.600242
    Epoch 2700/3000 - Loss: 0.599920
    Epoch 2800/3000 - Loss: 0.596873
    Epoch 2900/3000 - Loss: 0.596274
    Epoch 3000/3000 - Loss: 0.596447

>>> Config 17/19: run_16_ly18_lr0.05_bs32
    Epoch 100/3000 - Loss: 0.692017
    Epoch 200/3000 - Loss: 0.688782
    Epoch 300/3000 - Loss: 0.687553
    Epoch 400/3000 - Loss: 0.686946
    Epoch 500/3000 - Loss: 0.687056
    Epoch 600/3000 - Loss: 0.686809
    Epoch 700/3000 - Loss: 0.681272
    Epoch 800/3000 - Loss: 0.689248
    Epoch 900/3000 - Loss: 0.689621
    Epoch 1000/3000 - Loss: 0.682859
    Epoch 1100/3000 - Loss: 0.685363
    Epoch 1200/3000 - Loss: 0.679460
    Epoch 1300/3000 - Loss: 0.691631
    Epoch 1400/3000 - Loss: 0.677048
    Epoch 1500/3000 - Loss: 0.677131
    Epoch 1600/3000 - Loss: 0.665716
    Epoch 1700/3000 - Loss: 0.651065
    Epoch 1800/3000 - Loss: 0.645231
    Epoch 1900/3000 - Loss: 0.660818
    Epoch 2000/3000 - Loss: 0.642717
    Epoch 2100/3000 - Loss: 0.622096
    Epoch 2200/3000 - Loss: 0.619753
    Epoch 2300/3000 - Loss: 0.612151
    Epoch 2400/3000 - Loss: 0.609671
    Epoch 2500/3000 - Loss: 0.605522
    Epoch 2600/3000 - Loss: 0.604811
    Epoch 2700/3000 - Loss: 0.602349
    Epoch 2800/3000 - Loss: 0.601326
    Epoch 2900/3000 - Loss: 0.600321
    Epoch 3000/3000 - Loss: 0.599733

>>> Config 18/19: run_17_ly19_lr0.05_bs32
    Epoch 100/3000 - Loss: 0.689815
    Epoch 200/3000 - Loss: 0.684164
    Epoch 300/3000 - Loss: 0.695519
    Epoch 400/3000 - Loss: 0.678840
    Epoch 500/3000 - Loss: 0.691300
    Epoch 600/3000 - Loss: 0.670340
    Epoch 700/3000 - Loss: 0.678163
    Epoch 800/3000 - Loss: 0.671883
    Epoch 900/3000 - Loss: 0.666511
    Epoch 1000/3000 - Loss: 0.690453
    Epoch 1100/3000 - Loss: 0.674593
    Epoch 1200/3000 - Loss: 0.680632
    Epoch 1300/3000 - Loss: 0.669935
    Epoch 1400/3000 - Loss: 0.667988
    Epoch 1500/3000 - Loss: 0.665318
    Epoch 1600/3000 - Loss: 0.636412
    Epoch 1700/3000 - Loss: 0.640359
    Epoch 1800/3000 - Loss: 0.658358
    Epoch 1900/3000 - Loss: 0.632341
    Epoch 2000/3000 - Loss: 0.619678
    Epoch 2100/3000 - Loss: 0.593089
    Epoch 2200/3000 - Loss: 0.591296
    Epoch 2300/3000 - Loss: 0.583795
    Epoch 2400/3000 - Loss: 0.579527
    Epoch 2500/3000 - Loss: 0.574515
    Epoch 2600/3000 - Loss: 0.572218
    Epoch 2700/3000 - Loss: 0.569233
    Epoch 2800/3000 - Loss: 0.566792
    Epoch 2900/3000 - Loss: 0.564585
    Epoch 3000/3000 - Loss: 0.564913

>>> Config 19/19: run_18_ly20_lr0.05_bs32
    Epoch 100/3000 - Loss: 0.690890
    Epoch 200/3000 - Loss: 0.690697
    Epoch 300/3000 - Loss: 0.690311
    Epoch 400/3000 - Loss: 0.688959
    Epoch 500/3000 - Loss: 0.691612
    Epoch 600/3000 - Loss: 0.682841
    Epoch 700/3000 - Loss: 0.685963
    Epoch 800/3000 - Loss: 0.683085
    Epoch 900/3000 - Loss: 0.677925
    Epoch 1000/3000 - Loss: 0.676362
    Epoch 1100/3000 - Loss: 0.690054
    Epoch 1200/3000 - Loss: 0.686524
    Epoch 1300/3000 - Loss: 0.681811
    Epoch 1400/3000 - Loss: 0.676556
    Epoch 1500/3000 - Loss: 0.662526
    Epoch 1600/3000 - Loss: 0.674119
    Epoch 1700/3000 - Loss: 0.655243
    Epoch 1800/3000 - Loss: 0.660734
    Epoch 1900/3000 - Loss: 0.656624
    Epoch 2000/3000 - Loss: 0.658734
    Epoch 2100/3000 - Loss: 0.639771
    Epoch 2200/3000 - Loss: 0.634301
    Epoch 2300/3000 - Loss: 0.625827
    Epoch 2400/3000 - Loss: 0.622468
    Epoch 2500/3000 - Loss: 0.618440
    Epoch 2600/3000 - Loss: 0.615898
    Epoch 2700/3000 - Loss: 0.614446
    Epoch 2800/3000 - Loss: 0.613029
    Epoch 2900/3000 - Loss: 0.611719
    Epoch 3000/3000 - Loss: 0.611857
