epoch,loss,accuracy,precision,recall,f1_score,auc
10,0.6879283243959601,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.6203703703703705
20,0.679601707241752,0.6111111111111112,0.625,0.5555555555555556,0.5882352941176471,0.5648148148148148
30,0.6715836416591298,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.5987654320987654
40,0.6613467606631193,0.5555555555555556,0.5625,0.5,0.5294117647058824,0.5895061728395061
50,0.6580819325013594,0.5,0.5,0.4444444444444444,0.47058823529411764,0.4567901234567901
60,0.6460822441361167,0.5833333333333334,0.5882352941176471,0.5555555555555556,0.5714285714285714,0.5987654320987654
70,0.6394492604515769,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5648148148148148
80,0.6334584680470553,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.6141975308641976
90,0.6262565905397589,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5864197530864197
100,0.6191286607222124,0.5277777777777778,0.5294117647058824,0.5,0.5142857142857142,0.558641975308642
110,0.6140634038231589,0.5833333333333334,0.5789473684210527,0.6111111111111112,0.5945945945945946,0.6049382716049383
120,0.6116437857801263,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.5895061728395061
130,0.6117064248431813,0.5833333333333334,0.5882352941176471,0.5555555555555556,0.5714285714285714,0.5864197530864197
140,0.6008816957473755,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6265432098765432
150,0.6131299463185397,0.5833333333333334,0.5882352941176471,0.5555555555555556,0.5714285714285714,0.5555555555555556
160,0.5970904556187716,0.5833333333333334,0.5882352941176471,0.5555555555555556,0.5714285714285714,0.5925925925925926
170,0.5942781025713141,0.5555555555555556,0.5625,0.5,0.5294117647058824,0.5617283950617284
180,0.5843713987957347,0.5833333333333334,0.5882352941176471,0.5555555555555556,0.5714285714285714,0.595679012345679
190,0.5766512480649081,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5925925925925927
200,0.5762474591081793,0.5833333333333334,0.5882352941176471,0.5555555555555556,0.5714285714285714,0.5925925925925926
210,0.5748531493273649,0.5,0.5,0.5555555555555556,0.5263157894736842,0.5555555555555556
220,0.5745505094528198,0.6111111111111112,0.625,0.5555555555555556,0.5882352941176471,0.5833333333333333
230,0.5671066397970373,0.5833333333333334,0.5789473684210527,0.6111111111111112,0.5945945945945946,0.5925925925925926
240,0.5632161714813926,0.5277777777777778,0.5294117647058824,0.5,0.5142857142857142,0.5740740740740741
250,0.5600118393247778,0.5833333333333334,0.5882352941176471,0.5555555555555556,0.5714285714285714,0.5771604938271605
260,0.5592308369549838,0.5277777777777778,0.5294117647058824,0.5,0.5142857142857142,0.5648148148148149
270,0.5670909556475553,0.5277777777777778,0.5263157894736842,0.5555555555555556,0.5405405405405406,0.5895061728395062
280,0.5644550323486328,0.5,0.5,0.5,0.5,0.558641975308642
290,0.5474245981736616,0.5833333333333334,0.5882352941176471,0.5555555555555556,0.5714285714285714,0.5740740740740741
300,0.5569586970589377,0.5277777777777778,0.5294117647058824,0.5,0.5142857142857142,0.5771604938271605
310,0.5447023890235207,0.5277777777777778,0.5294117647058824,0.5,0.5142857142857142,0.5709876543209876
320,0.5443573973395608,0.5,0.5,0.5,0.5,0.5617283950617284
330,0.5405505841428583,0.5277777777777778,0.5263157894736842,0.5555555555555556,0.5405405405405406,0.5771604938271604
340,0.5348634042523124,0.5277777777777778,0.5263157894736842,0.5555555555555556,0.5405405405405406,0.5740740740740741
350,0.5436329787427728,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5864197530864197
360,0.5314893126487732,0.5833333333333334,0.5789473684210527,0.6111111111111112,0.5945945945945946,0.5864197530864198
370,0.5264716392213648,0.5833333333333334,0.5789473684210527,0.6111111111111112,0.5945945945945946,0.5833333333333334
380,0.5276326482946222,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5648148148148149
390,0.5267697410150007,0.5277777777777778,0.5238095238095238,0.6111111111111112,0.5641025641025641,0.5648148148148149
400,0.5336824682625857,0.5277777777777778,0.5263157894736842,0.5555555555555556,0.5405405405405406,0.5709876543209876
410,0.5207526304505088,0.5,0.5,0.5555555555555556,0.5263157894736842,0.5493827160493827
420,0.5260600935329091,0.5,0.5,0.5,0.5,0.5462962962962963
430,0.5205317735671997,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.537037037037037
440,0.5154059800234708,0.5277777777777778,0.5294117647058824,0.5,0.5142857142857142,0.5524691358024691
450,0.5179008055816997,0.5277777777777778,0.5294117647058824,0.5,0.5142857142857142,0.5339506172839505
460,0.5183982117609545,0.5833333333333334,0.5789473684210527,0.6111111111111112,0.5945945945945946,0.5771604938271605
470,0.5062389238314196,0.5833333333333334,0.5789473684210527,0.6111111111111112,0.5945945945945946,0.5864197530864197
480,0.5044552169062875,0.5555555555555556,0.55,0.6111111111111112,0.5789473684210527,0.6018518518518519
490,0.515248258005489,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.5833333333333334
500,0.5072968195785176,0.5833333333333334,0.5789473684210527,0.6111111111111112,0.5945945945945946,0.6049382716049383
