num_layers,lr,batch_size,opt_name,img_size,test_accuracy,epochs_run,folder
10,0.01,16,adam,64,0.5454545454545454,275,run_170_adam_ly10_lr0.01_bs16
10,0.01,16,sgd,64,0.4935064935064935,51,run_171_sgd_ly10_lr0.01_bs16
10,0.01,32,adam,64,0.5909090909090909,383,run_172_adam_ly10_lr0.01_bs32
10,0.01,32,sgd,64,0.4935064935064935,51,run_173_sgd_ly10_lr0.01_bs32
10,0.01,64,adam,64,0.6103896103896104,455,run_174_adam_ly10_lr0.01_bs64
10,0.01,64,sgd,64,0.4935064935064935,51,run_175_sgd_ly10_lr0.01_bs64
10,0.02,8,adam,64,0.6298701298701299,162,run_176_adam_ly10_lr0.02_bs8
10,0.02,8,sgd,64,0.4935064935064935,51,run_177_sgd_ly10_lr0.02_bs8
10,0.02,16,adam,64,0.5974025974025974,186,run_178_adam_ly10_lr0.02_bs16
10,0.02,16,sgd,64,0.4935064935064935,51,run_179_sgd_ly10_lr0.02_bs16
10,0.02,32,adam,64,0.5909090909090909,125,run_180_adam_ly10_lr0.02_bs32
10,0.02,32,sgd,64,0.4935064935064935,51,run_181_sgd_ly10_lr0.02_bs32
10,0.02,64,adam,64,0.6298701298701299,223,run_182_adam_ly10_lr0.02_bs64
10,0.02,64,sgd,64,0.4935064935064935,51,run_183_sgd_ly10_lr0.02_bs64
10,0.05,8,adam,64,0.6818181818181818,124,run_184_adam_ly10_lr0.05_bs8
10,0.05,8,sgd,64,0.4935064935064935,51,run_185_sgd_ly10_lr0.05_bs8
10,0.05,16,adam,64,0.6038961038961039,226,run_186_adam_ly10_lr0.05_bs16
10,0.05,16,sgd,64,0.4935064935064935,51,run_187_sgd_ly10_lr0.05_bs16
10,0.05,32,adam,64,0.6103896103896104,148,run_188_adam_ly10_lr0.05_bs32
10,0.05,32,sgd,64,0.4935064935064935,51,run_189_sgd_ly10_lr0.05_bs32
10,0.05,64,adam,64,0.6623376623376623,309,run_190_adam_ly10_lr0.05_bs64
10,0.05,64,sgd,64,0.4935064935064935,51,run_191_sgd_ly10_lr0.05_bs64
12,0.001,8,adam,64,0.5,51,run_192_adam_ly12_lr0.001_bs8
12,0.001,8,sgd,64,0.5194805194805194,51,run_193_sgd_ly12_lr0.001_bs8
12,0.001,16,adam,64,0.5194805194805194,51,run_194_adam_ly12_lr0.001_bs16
12,0.001,16,sgd,64,0.5194805194805194,51,run_195_sgd_ly12_lr0.001_bs16
12,0.001,32,adam,64,0.525974025974026,51,run_196_adam_ly12_lr0.001_bs32
12,0.001,32,sgd,64,0.5194805194805194,51,run_197_sgd_ly12_lr0.001_bs32
12,0.001,64,adam,64,0.5324675324675324,51,run_198_adam_ly12_lr0.001_bs64
12,0.001,64,sgd,64,0.5194805194805194,51,run_199_sgd_ly12_lr0.001_bs64
12,0.01,8,adam,64,0.4805194805194805,105,run_200_adam_ly12_lr0.01_bs8
12,0.01,8,sgd,64,0.525974025974026,51,run_201_sgd_ly12_lr0.01_bs8
12,0.01,16,adam,64,0.487012987012987,61,run_202_adam_ly12_lr0.01_bs16
12,0.01,16,sgd,64,0.5194805194805194,51,run_203_sgd_ly12_lr0.01_bs16
12,0.01,32,adam,64,0.4090909090909091,51,run_204_adam_ly12_lr0.01_bs32
12,0.01,32,sgd,64,0.5194805194805194,51,run_205_sgd_ly12_lr0.01_bs32
12,0.01,64,adam,64,0.45454545454545453,102,run_206_adam_ly12_lr0.01_bs64
