
>>> Config 1/72: run_0_ly3_lr0.001_bs16
    Epoch 100/1000 - Loss: 0.633260
    Epoch 200/1000 - Loss: 0.611035
    Epoch 300/1000 - Loss: 0.602551
    Epoch 400/1000 - Loss: 0.598350
    Epoch 500/1000 - Loss: 0.596377
    Epoch 600/1000 - Loss: 0.595391
    Epoch 700/1000 - Loss: 0.594894
    Epoch 800/1000 - Loss: 0.594578
    Epoch 900/1000 - Loss: 0.594435
    Epoch 1000/1000 - Loss: 0.594464

>>> Config 2/72: run_1_ly3_lr0.001_bs32
    Epoch 100/1000 - Loss: 0.651421
    Epoch 200/1000 - Loss: 0.626047
    Epoch 300/1000 - Loss: 0.613760
    Epoch 400/1000 - Loss: 0.607110
    Epoch 500/1000 - Loss: 0.603241
    Epoch 600/1000 - Loss: 0.600981
    Epoch 700/1000 - Loss: 0.599770
    Epoch 800/1000 - Loss: 0.599167
    Epoch 900/1000 - Loss: 0.598931
    Epoch 1000/1000 - Loss: 0.598847

>>> Config 3/72: run_2_ly3_lr0.001_bs64
    Epoch 100/1000 - Loss: 0.669546
    Epoch 200/1000 - Loss: 0.644853
    Epoch 300/1000 - Loss: 0.631344
    Epoch 400/1000 - Loss: 0.622992
    Epoch 500/1000 - Loss: 0.617619
    Epoch 600/1000 - Loss: 0.614198
    Epoch 700/1000 - Loss: 0.612174
    Epoch 800/1000 - Loss: 0.611112
    Epoch 900/1000 - Loss: 0.610596
    Epoch 1000/1000 - Loss: 0.610413

>>> Config 4/72: run_3_ly3_lr0.01_bs16
    Epoch 100/1000 - Loss: 0.596604
    Epoch 200/1000 - Loss: 0.594616
    Epoch 300/1000 - Loss: 0.592488
    Epoch 400/1000 - Loss: 0.587371
    Epoch 500/1000 - Loss: 0.586491
    Epoch 600/1000 - Loss: 0.586097
    Epoch 700/1000 - Loss: 0.585479
    Epoch 800/1000 - Loss: 0.584736
    Epoch 900/1000 - Loss: 0.583298
    Epoch 1000/1000 - Loss: 0.583210

>>> Config 5/72: run_4_ly3_lr0.01_bs32
    Epoch 100/1000 - Loss: 0.592029
    Epoch 200/1000 - Loss: 0.589269
    Epoch 300/1000 - Loss: 0.586597
    Epoch 400/1000 - Loss: 0.585165
    Epoch 500/1000 - Loss: 0.584936
    Epoch 600/1000 - Loss: 0.584302
    Epoch 700/1000 - Loss: 0.584046
    Epoch 800/1000 - Loss: 0.583871
    Epoch 900/1000 - Loss: 0.583491
    Epoch 1000/1000 - Loss: 0.583338

>>> Config 6/72: run_5_ly3_lr0.01_bs64
    Epoch 100/1000 - Loss: 0.594313
    Epoch 200/1000 - Loss: 0.587436
    Epoch 300/1000 - Loss: 0.584394
    Epoch 400/1000 - Loss: 0.582366
    Epoch 500/1000 - Loss: 0.581594
    Epoch 600/1000 - Loss: 0.580802
    Epoch 700/1000 - Loss: 0.580476
    Epoch 800/1000 - Loss: 0.580108
    Epoch 900/1000 - Loss: 0.579674
    Epoch 1000/1000 - Loss: 0.579738

>>> Config 7/72: run_6_ly3_lr0.05_bs16
    Epoch 100/1000 - Loss: 0.598455
    Epoch 200/1000 - Loss: 0.598673
    Epoch 300/1000 - Loss: 0.595943
    Epoch 400/1000 - Loss: 0.594197
    Epoch 500/1000 - Loss: 0.585559
    Epoch 600/1000 - Loss: 0.588404
    Epoch 700/1000 - Loss: 0.571935
    Epoch 800/1000 - Loss: 0.569186
    Epoch 900/1000 - Loss: 0.563935
    Epoch 1000/1000 - Loss: 0.563002

>>> Config 8/72: run_7_ly3_lr0.05_bs32
    Epoch 100/1000 - Loss: 0.602532
    Epoch 200/1000 - Loss: 0.592903
    Epoch 300/1000 - Loss: 0.587099
    Epoch 400/1000 - Loss: 0.586222
    Epoch 500/1000 - Loss: 0.584813
    Epoch 600/1000 - Loss: 0.583338
    Epoch 700/1000 - Loss: 0.583093
    Epoch 800/1000 - Loss: 0.582019
    Epoch 900/1000 - Loss: 0.579834
    Epoch 1000/1000 - Loss: 0.579629

>>> Config 9/72: run_8_ly3_lr0.05_bs64
    Epoch 100/1000 - Loss: 0.593311
    Epoch 200/1000 - Loss: 0.588804
    Epoch 300/1000 - Loss: 0.583294
    Epoch 400/1000 - Loss: 0.581628
    Epoch 500/1000 - Loss: 0.579975
    Epoch 600/1000 - Loss: 0.578233
    Epoch 700/1000 - Loss: 0.577022
    Epoch 800/1000 - Loss: 0.576241
    Epoch 900/1000 - Loss: 0.574855
    Epoch 1000/1000 - Loss: 0.574525

>>> Config 10/72: run_9_ly3_lr0.1_bs16
    Epoch 100/1000 - Loss: 0.602493
    Epoch 200/1000 - Loss: 0.613537
    Epoch 300/1000 - Loss: 0.602720
    Epoch 400/1000 - Loss: 0.594954
    Epoch 500/1000 - Loss: 0.595293
    Epoch 600/1000 - Loss: 0.601225
    Epoch 700/1000 - Loss: 0.583201
    Epoch 800/1000 - Loss: 0.582663
    Epoch 900/1000 - Loss: 0.572045
    Epoch 1000/1000 - Loss: 0.571184

>>> Config 11/72: run_10_ly3_lr0.1_bs32
    Epoch 100/1000 - Loss: 0.601927
    Epoch 200/1000 - Loss: 0.599290
    Epoch 300/1000 - Loss: 0.603709
    Epoch 400/1000 - Loss: 0.593434
    Epoch 500/1000 - Loss: 0.585828
    Epoch 600/1000 - Loss: 0.593749
    Epoch 700/1000 - Loss: 0.577242
    Epoch 800/1000 - Loss: 0.578762
    Epoch 900/1000 - Loss: 0.567869
    Epoch 1000/1000 - Loss: 0.566920

>>> Config 12/72: run_11_ly3_lr0.1_bs64
    Epoch 100/1000 - Loss: 0.598973
    Epoch 200/1000 - Loss: 0.602800
    Epoch 300/1000 - Loss: 0.594167
    Epoch 400/1000 - Loss: 0.585689
    Epoch 500/1000 - Loss: 0.588305
    Epoch 600/1000 - Loss: 0.579241
    Epoch 700/1000 - Loss: 0.578759
    Epoch 800/1000 - Loss: 0.576740
    Epoch 900/1000 - Loss: 0.574390
    Epoch 1000/1000 - Loss: 0.573994

>>> Config 13/72: run_12_ly5_lr0.001_bs16
    Epoch 100/1000 - Loss: 0.637630
    Epoch 200/1000 - Loss: 0.609433
    Epoch 300/1000 - Loss: 0.593889
    Epoch 400/1000 - Loss: 0.584822
    Epoch 500/1000 - Loss: 0.579165
    Epoch 600/1000 - Loss: 0.575653
    Epoch 700/1000 - Loss: 0.573590
    Epoch 800/1000 - Loss: 0.572592
    Epoch 900/1000 - Loss: 0.572132
    Epoch 1000/1000 - Loss: 0.571943

>>> Config 14/72: run_13_ly5_lr0.001_bs32
    Epoch 100/1000 - Loss: 0.652188
    Epoch 200/1000 - Loss: 0.627225
    Epoch 300/1000 - Loss: 0.611413
    Epoch 400/1000 - Loss: 0.601390
    Epoch 500/1000 - Loss: 0.594440
    Epoch 600/1000 - Loss: 0.590043
    Epoch 700/1000 - Loss: 0.587360
    Epoch 800/1000 - Loss: 0.585795
    Epoch 900/1000 - Loss: 0.585342
    Epoch 1000/1000 - Loss: 0.585213

>>> Config 15/72: run_14_ly5_lr0.001_bs64
    Epoch 100/1000 - Loss: 0.667629
    Epoch 200/1000 - Loss: 0.646828
    Epoch 300/1000 - Loss: 0.632759
    Epoch 400/1000 - Loss: 0.622951
    Epoch 500/1000 - Loss: 0.616576
    Epoch 600/1000 - Loss: 0.612314
    Epoch 700/1000 - Loss: 0.609662
    Epoch 800/1000 - Loss: 0.608328
    Epoch 900/1000 - Loss: 0.607684
    Epoch 1000/1000 - Loss: 0.607549

>>> Config 16/72: run_15_ly5_lr0.01_bs16
    Epoch 100/1000 - Loss: 0.570676
    Epoch 200/1000 - Loss: 0.557818
    Epoch 300/1000 - Loss: 0.556049
    Epoch 400/1000 - Loss: 0.556786
    Epoch 500/1000 - Loss: 0.550767
    Epoch 600/1000 - Loss: 0.548449
    Epoch 700/1000 - Loss: 0.546630
    Epoch 800/1000 - Loss: 0.545741
    Epoch 900/1000 - Loss: 0.544145
    Epoch 1000/1000 - Loss: 0.544134

>>> Config 17/72: run_16_ly5_lr0.01_bs32
    Epoch 100/1000 - Loss: 0.571220
    Epoch 200/1000 - Loss: 0.557396
    Epoch 300/1000 - Loss: 0.553436
