num_layers,lr,batch_size,opt_name,img_size,test_accuracy,epochs_run,folder
1,0.001,8,adam,4,0.868421052631579,1443,run_00_adam_ly1_lr0.001_bs8
1,0.001,8,sgd,4,0.7105263157894737,10000,run_01_sgd_ly1_lr0.001_bs8
1,0.001,16,adam,4,0.868421052631579,2210,run_02_adam_ly1_lr0.001_bs16
1,0.001,16,sgd,4,0.7368421052631579,10000,run_03_sgd_ly1_lr0.001_bs16
1,0.001,32,adam,4,0.8421052631578947,2490,run_04_adam_ly1_lr0.001_bs32
1,0.001,32,sgd,4,0.7368421052631579,10000,run_05_sgd_ly1_lr0.001_bs32
1,0.001,64,adam,4,0.8421052631578947,4260,run_06_adam_ly1_lr0.001_bs64
1,0.001,64,sgd,4,0.3684210526315789,998,run_07_sgd_ly1_lr0.001_bs64
1,0.01,8,adam,4,0.868421052631579,292,run_08_adam_ly1_lr0.01_bs8
1,0.01,8,sgd,4,0.8421052631578947,5474,run_09_sgd_ly1_lr0.01_bs8
1,0.01,16,adam,4,0.868421052631579,361,run_10_adam_ly1_lr0.01_bs16
1,0.01,16,sgd,4,0.8421052631578947,9703,run_11_sgd_ly1_lr0.01_bs16
1,0.01,32,adam,4,0.868421052631579,535,run_12_adam_ly1_lr0.01_bs32
1,0.01,32,sgd,4,0.7631578947368421,10000,run_13_sgd_ly1_lr0.01_bs32
1,0.01,64,adam,4,0.868421052631579,847,run_14_adam_ly1_lr0.01_bs64
1,0.01,64,sgd,4,0.5526315789473685,10000,run_15_sgd_ly1_lr0.01_bs64
1,0.02,8,adam,4,0.8157894736842105,189,run_16_adam_ly1_lr0.02_bs8
1,0.02,8,sgd,4,0.8421052631578947,2759,run_17_sgd_ly1_lr0.02_bs8
1,0.02,16,adam,4,0.868421052631579,222,run_18_adam_ly1_lr0.02_bs16
1,0.02,16,sgd,4,0.8421052631578947,5812,run_19_sgd_ly1_lr0.02_bs16
1,0.02,32,adam,4,0.868421052631579,344,run_20_adam_ly1_lr0.02_bs32
1,0.02,32,sgd,4,0.8157894736842105,7223,run_21_sgd_ly1_lr0.02_bs32
1,0.02,64,adam,4,0.868421052631579,476,run_22_adam_ly1_lr0.02_bs64
1,0.02,64,sgd,4,0.7631578947368421,10000,run_23_sgd_ly1_lr0.02_bs64
1,0.05,8,adam,4,0.8421052631578947,106,run_24_adam_ly1_lr0.05_bs8
1,0.05,8,sgd,4,0.868421052631579,1469,run_25_sgd_ly1_lr0.05_bs8
1,0.05,16,adam,4,0.868421052631579,124,run_26_adam_ly1_lr0.05_bs16
1,0.05,16,sgd,4,0.8421052631578947,2281,run_27_sgd_ly1_lr0.05_bs16
1,0.05,32,adam,4,0.868421052631579,204,run_28_adam_ly1_lr0.05_bs32
1,0.05,32,sgd,4,0.8157894736842105,3050,run_29_sgd_ly1_lr0.05_bs32
1,0.05,64,adam,4,0.868421052631579,311,run_30_adam_ly1_lr0.05_bs64
1,0.05,64,sgd,4,0.8157894736842105,6021,run_31_sgd_ly1_lr0.05_bs64
2,0.001,8,adam,4,0.3684210526315789,51,run_32_adam_ly2_lr0.001_bs8
2,0.001,8,sgd,4,0.34210526315789475,51,run_33_sgd_ly2_lr0.001_bs8
2,0.001,16,adam,4,0.34210526315789475,51,run_34_adam_ly2_lr0.001_bs16
2,0.001,16,sgd,4,0.34210526315789475,51,run_35_sgd_ly2_lr0.001_bs16
2,0.001,32,adam,4,0.34210526315789475,51,run_36_adam_ly2_lr0.001_bs32
2,0.001,32,sgd,4,0.34210526315789475,51,run_37_sgd_ly2_lr0.001_bs32
2,0.001,64,adam,4,0.34210526315789475,51,run_38_adam_ly2_lr0.001_bs64
2,0.001,64,sgd,4,0.34210526315789475,51,run_39_sgd_ly2_lr0.001_bs64
2,0.01,8,adam,4,0.39473684210526316,51,run_40_adam_ly2_lr0.01_bs8
2,0.01,8,sgd,4,0.34210526315789475,51,run_41_sgd_ly2_lr0.01_bs8
2,0.01,16,adam,4,0.42105263157894735,51,run_42_adam_ly2_lr0.01_bs16
2,0.01,16,sgd,4,0.34210526315789475,51,run_43_sgd_ly2_lr0.01_bs16
2,0.01,32,adam,4,0.42105263157894735,51,run_44_adam_ly2_lr0.01_bs32
2,0.01,32,sgd,4,0.34210526315789475,51,run_45_sgd_ly2_lr0.01_bs32
2,0.01,64,adam,4,0.3684210526315789,51,run_46_adam_ly2_lr0.01_bs64
2,0.01,64,sgd,4,0.34210526315789475,51,run_47_sgd_ly2_lr0.01_bs64
2,0.02,8,adam,4,0.5263157894736842,51,run_48_adam_ly2_lr0.02_bs8
2,0.02,8,sgd,4,0.34210526315789475,51,run_49_sgd_ly2_lr0.02_bs8
