
>>> Config 1/19: run_0_ly2_lr0.05_bs32
    Epoch 3300/5000 - Loss: 0.400932
    Epoch 3400/5000 - Loss: 0.412173
    Epoch 3500/5000 - Loss: 0.391106
    Epoch 3600/5000 - Loss: 0.401956
    Epoch 3700/5000 - Loss: 0.428495
    Epoch 3800/5000 - Loss: 0.381652
    Epoch 3900/5000 - Loss: 0.381067
    Epoch 4000/5000 - Loss: 0.388944
    Epoch 4100/5000 - Loss: 0.391840
    Epoch 4200/5000 - Loss: 0.389729
    Epoch 4300/5000 - Loss: 0.375880
    Epoch 4400/5000 - Loss: 0.370024
    Epoch 4500/5000 - Loss: 0.378629
    Epoch 4600/5000 - Loss: 0.371008
    Epoch 4700/5000 - Loss: 0.369483
    Epoch 4800/5000 - Loss: 0.368594
    Epoch 4900/5000 - Loss: 0.367717
    Epoch 5000/5000 - Loss: 0.365622

>>> Config 4/19: run_3_ly5_lr0.05_bs32
    Epoch 100/5000 - Loss: 0.583788
    Epoch 200/5000 - Loss: 0.572196
    Epoch 300/5000 - Loss: 0.550549
    Epoch 400/5000 - Loss: 0.559514
    Epoch 500/5000 - Loss: 0.567064
    Epoch 600/5000 - Loss: 0.568403
    Epoch 700/5000 - Loss: 0.560872
    Epoch 800/5000 - Loss: 0.582752
    Epoch 900/5000 - Loss: 0.563287
    Epoch 1000/5000 - Loss: 0.560439
    Epoch 1100/5000 - Loss: 0.556917
    Epoch 1200/5000 - Loss: 0.559161
    Epoch 1300/5000 - Loss: 0.558506
    Epoch 1400/5000 - Loss: 0.570868
    Epoch 1500/5000 - Loss: 0.566194
    Epoch 1600/5000 - Loss: 0.553404
    Epoch 1700/5000 - Loss: 0.545303
    Epoch 1800/5000 - Loss: 0.564454
    Epoch 1900/5000 - Loss: 0.550610
    Epoch 2000/5000 - Loss: 0.552603
    Epoch 2100/5000 - Loss: 0.558585
    Epoch 2200/5000 - Loss: 0.546089
    Epoch 2300/5000 - Loss: 0.546438
    Epoch 2400/5000 - Loss: 0.556337
    Epoch 2500/5000 - Loss: 0.546039
    Epoch 2600/5000 - Loss: 0.549094
    Epoch 2700/5000 - Loss: 0.537537
    Epoch 2800/5000 - Loss: 0.536987
    Epoch 2900/5000 - Loss: 0.539880
    Epoch 3000/5000 - Loss: 0.534679
    Epoch 3100/5000 - Loss: 0.530071
    Epoch 3200/5000 - Loss: 0.529110
    Epoch 3300/5000 - Loss: 0.544757
    Epoch 3400/5000 - Loss: 0.526245
    Epoch 3500/5000 - Loss: 0.542999
    Epoch 3600/5000 - Loss: 0.523415
    Epoch 3700/5000 - Loss: 0.525446
    Epoch 3800/5000 - Loss: 0.525426
    Epoch 3900/5000 - Loss: 0.527329
    Epoch 4000/5000 - Loss: 0.520808
    Epoch 4100/5000 - Loss: 0.516998
    Epoch 4200/5000 - Loss: 0.518099
    Epoch 4300/5000 - Loss: 0.518405
    Epoch 4400/5000 - Loss: 0.516183
    Epoch 4500/5000 - Loss: 0.515719
    Epoch 4600/5000 - Loss: 0.514793
    Epoch 4700/5000 - Loss: 0.514590
    Epoch 4800/5000 - Loss: 0.514459
    Epoch 4900/5000 - Loss: 0.514371
    Epoch 5000/5000 - Loss: 0.513924

>>> Config 5/19: run_4_ly6_lr0.05_bs32
    Epoch 100/5000 - Loss: 0.675327
    Epoch 200/5000 - Loss: 0.670237
    Epoch 300/5000 - Loss: 0.668961
    Epoch 400/5000 - Loss: 0.667725
    Epoch 500/5000 - Loss: 0.664702
    Epoch 600/5000 - Loss: 0.664302
    Epoch 700/5000 - Loss: 0.668765
    Epoch 800/5000 - Loss: 0.660926
    Epoch 900/5000 - Loss: 0.665629
    Epoch 1000/5000 - Loss: 0.664797
    Epoch 1100/5000 - Loss: 0.668059
    Epoch 1200/5000 - Loss: 0.665275
    Epoch 1300/5000 - Loss: 0.659136
    Epoch 1400/5000 - Loss: 0.660099
    Epoch 1500/5000 - Loss: 0.663536
    Epoch 1600/5000 - Loss: 0.664440
    Epoch 1700/5000 - Loss: 0.672939
    Epoch 1800/5000 - Loss: 0.659919
    Epoch 1900/5000 - Loss: 0.663911
    Epoch 2000/5000 - Loss: 0.655509
    Epoch 2100/5000 - Loss: 0.658656
    Epoch 2200/5000 - Loss: 0.660817
    Epoch 2300/5000 - Loss: 0.663705
    Epoch 2400/5000 - Loss: 0.659258
    Epoch 2500/5000 - Loss: 0.656127
    Epoch 2600/5000 - Loss: 0.656481
    Epoch 2700/5000 - Loss: 0.656267
    Epoch 2800/5000 - Loss: 0.655772
    Epoch 2900/5000 - Loss: 0.652756
    Epoch 3000/5000 - Loss: 0.656934
    Epoch 3100/5000 - Loss: 0.655564
    Epoch 3200/5000 - Loss: 0.653013
    Epoch 3300/5000 - Loss: 0.651313
    Epoch 3400/5000 - Loss: 0.651211
    Epoch 3500/5000 - Loss: 0.651188
    Epoch 3600/5000 - Loss: 0.648970
    Epoch 3700/5000 - Loss: 0.648123
    Epoch 3800/5000 - Loss: 0.647302
    Epoch 3900/5000 - Loss: 0.647924
    Epoch 4000/5000 - Loss: 0.646340
    Epoch 4100/5000 - Loss: 0.646470
    Epoch 4200/5000 - Loss: 0.644520
    Epoch 4300/5000 - Loss: 0.643903
    Epoch 4400/5000 - Loss: 0.643149
    Epoch 4500/5000 - Loss: 0.643133
    Epoch 4600/5000 - Loss: 0.642972
    Epoch 4700/5000 - Loss: 0.642416
    Epoch 4800/5000 - Loss: 0.642517
    Epoch 4900/5000 - Loss: 0.642212
    Epoch 5000/5000 - Loss: 0.642168

>>> Config 6/19: run_5_ly7_lr0.05_bs32
    Epoch 100/5000 - Loss: 0.609367
    Epoch 200/5000 - Loss: 0.605478
    Epoch 300/5000 - Loss: 0.596576
    Epoch 400/5000 - Loss: 0.592595
    Epoch 500/5000 - Loss: 0.603238
    Epoch 600/5000 - Loss: 0.599324
    Epoch 700/5000 - Loss: 0.596727
    Epoch 800/5000 - Loss: 0.616026
    Epoch 900/5000 - Loss: 0.595294
    Epoch 1000/5000 - Loss: 0.598006
    Epoch 1100/5000 - Loss: 0.597069
    Epoch 1200/5000 - Loss: 0.593714
    Epoch 1300/5000 - Loss: 0.595972
    Epoch 1400/5000 - Loss: 0.595442
    Epoch 1500/5000 - Loss: 0.599472
    Epoch 1600/5000 - Loss: 0.589780
    Epoch 1700/5000 - Loss: 0.595772
    Epoch 1800/5000 - Loss: 0.590378
    Epoch 1900/5000 - Loss: 0.592622
    Epoch 2000/5000 - Loss: 0.593408
    Epoch 2100/5000 - Loss: 0.592710
    Epoch 2200/5000 - Loss: 0.598853
    Epoch 2300/5000 - Loss: 0.586835
    Epoch 2400/5000 - Loss: 0.586507
    Epoch 2500/5000 - Loss: 0.584784
    Epoch 2600/5000 - Loss: 0.582724
    Epoch 2700/5000 - Loss: 0.581301
    Epoch 2800/5000 - Loss: 0.583912
    Epoch 2900/5000 - Loss: 0.581218
    Epoch 3000/5000 - Loss: 0.583555
    Epoch 3100/5000 - Loss: 0.581107
    Epoch 3200/5000 - Loss: 0.577500
    Epoch 3300/5000 - Loss: 0.574255
    Epoch 3400/5000 - Loss: 0.579629
    Epoch 3500/5000 - Loss: 0.574404
    Epoch 3600/5000 - Loss: 0.572565
    Epoch 3700/5000 - Loss: 0.574987
    Epoch 3800/5000 - Loss: 0.572623
    Epoch 3900/5000 - Loss: 0.571267
    Epoch 4000/5000 - Loss: 0.569944
    Epoch 4100/5000 - Loss: 0.567159
    Epoch 4200/5000 - Loss: 0.567199
    Epoch 4300/5000 - Loss: 0.567561
    Epoch 4400/5000 - Loss: 0.565937
    Epoch 4500/5000 - Loss: 0.566332
    Epoch 4600/5000 - Loss: 0.565752
    Epoch 4700/5000 - Loss: 0.565429
    Epoch 4800/5000 - Loss: 0.564838
    Epoch 4900/5000 - Loss: 0.565131
    Epoch 5000/5000 - Loss: 0.565126

>>> Config 7/19: run_6_ly8_lr0.05_bs32
    Epoch 100/5000 - Loss: 0.678606
    Epoch 200/5000 - Loss: 0.683255
    Epoch 300/5000 - Loss: 0.672479
    Epoch 400/5000 - Loss: 0.678400
    Epoch 500/5000 - Loss: 0.675548
    Epoch 600/5000 - Loss: 0.699339
    Epoch 700/5000 - Loss: 0.670393
    Epoch 800/5000 - Loss: 0.670250
    Epoch 900/5000 - Loss: 0.674845
    Epoch 1000/5000 - Loss: 0.674608
    Epoch 1100/5000 - Loss: 0.662512
    Epoch 1200/5000 - Loss: 0.676634
    Epoch 1300/5000 - Loss: 0.668263
    Epoch 1400/5000 - Loss: 0.660656
    Epoch 1500/5000 - Loss: 0.659827
    Epoch 1600/5000 - Loss: 0.664584
    Epoch 1700/5000 - Loss: 0.661815
    Epoch 1800/5000 - Loss: 0.662934
    Epoch 1900/5000 - Loss: 0.664880
    Epoch 2000/5000 - Loss: 0.659077
    Epoch 2100/5000 - Loss: 0.659936
    Epoch 2200/5000 - Loss: 0.658574
    Epoch 2300/5000 - Loss: 0.655706
    Epoch 2400/5000 - Loss: 0.655215
    Epoch 2500/5000 - Loss: 0.657140
    Epoch 2600/5000 - Loss: 0.659573
    Epoch 2700/5000 - Loss: 0.656056
    Epoch 2800/5000 - Loss: 0.652487
    Epoch 2900/5000 - Loss: 0.650554
    Epoch 3000/5000 - Loss: 0.652392
    Epoch 3100/5000 - Loss: 0.650412
    Epoch 3200/5000 - Loss: 0.650184
    Epoch 3300/5000 - Loss: 0.648593
    Epoch 3400/5000 - Loss: 0.651861
    Epoch 3500/5000 - Loss: 0.647704
    Epoch 3600/5000 - Loss: 0.647101
    Epoch 3700/5000 - Loss: 0.645169
    Epoch 3800/5000 - Loss: 0.645597
    Epoch 3900/5000 - Loss: 0.644150
    Epoch 4000/5000 - Loss: 0.640196
    Epoch 4100/5000 - Loss: 0.640058
    Epoch 4200/5000 - Loss: 0.637640
    Epoch 4300/5000 - Loss: 0.636931
    Epoch 4400/5000 - Loss: 0.639119
    Epoch 4500/5000 - Loss: 0.634899
    Epoch 4600/5000 - Loss: 0.635328
    Epoch 4700/5000 - Loss: 0.633935
    Epoch 4800/5000 - Loss: 0.633934
    Epoch 4900/5000 - Loss: 0.633667
    Epoch 5000/5000 - Loss: 0.634015

>>> Config 8/19: run_7_ly9_lr0.05_bs32
    Epoch 100/5000 - Loss: 0.600376
    Epoch 200/5000 - Loss: 0.555364
    Epoch 300/5000 - Loss: 0.556021
    Epoch 400/5000 - Loss: 0.592179
    Epoch 500/5000 - Loss: 0.563456
    Epoch 600/5000 - Loss: 0.563506
    Epoch 700/5000 - Loss: 0.603558
    Epoch 800/5000 - Loss: 0.556001
    Epoch 900/5000 - Loss: 0.570345
    Epoch 1000/5000 - Loss: 0.574053
    Epoch 1100/5000 - Loss: 0.606750
    Epoch 1200/5000 - Loss: 0.561757
    Epoch 1300/5000 - Loss: 0.572206
    Epoch 1400/5000 - Loss: 0.549318
    Epoch 1500/5000 - Loss: 0.602245
    Epoch 1600/5000 - Loss: 0.588311
    Epoch 1700/5000 - Loss: 0.472971
    Epoch 1800/5000 - Loss: 0.594601
    Epoch 1900/5000 - Loss: 0.505816
    Epoch 2000/5000 - Loss: 0.567447
    Epoch 2100/5000 - Loss: 0.466404
    Epoch 2200/5000 - Loss: 0.473418
    Epoch 2300/5000 - Loss: 0.446027
    Epoch 2400/5000 - Loss: 0.429671
    Epoch 2500/5000 - Loss: 0.434743
    Epoch 2600/5000 - Loss: 0.400060
    Epoch 2700/5000 - Loss: 0.479490
    Epoch 2800/5000 - Loss: 0.381443
    Epoch 2900/5000 - Loss: 0.435435
    Epoch 3000/5000 - Loss: 0.362258
    Epoch 3100/5000 - Loss: 0.392684
    Epoch 3200/5000 - Loss: 0.359282
    Epoch 3300/5000 - Loss: 0.587430
    Epoch 3400/5000 - Loss: 0.371884
    Epoch 3500/5000 - Loss: 0.352560
    Epoch 3600/5000 - Loss: 0.342080
    Epoch 3700/5000 - Loss: 0.356677
    Epoch 3800/5000 - Loss: 0.333077
    Epoch 3900/5000 - Loss: 0.348918
    Epoch 4000/5000 - Loss: 0.343491
    Epoch 4100/5000 - Loss: 0.338473
    Epoch 4200/5000 - Loss: 0.329739
    Epoch 4300/5000 - Loss: 0.309277
    Epoch 4400/5000 - Loss: 0.318464
    Epoch 4500/5000 - Loss: 0.316940
    Epoch 4600/5000 - Loss: 0.305274
    Epoch 4700/5000 - Loss: 0.303457
    Epoch 4800/5000 - Loss: 0.308390
    Epoch 4900/5000 - Loss: 0.304204
    Epoch 5000/5000 - Loss: 0.300577

>>> Config 9/19: run_8_ly10_lr0.05_bs32
    Epoch 100/5000 - Loss: 0.678986
    Epoch 200/5000 - Loss: 0.647205
    Epoch 300/5000 - Loss: 0.648317
    Epoch 400/5000 - Loss: 0.657710
    Epoch 500/5000 - Loss: 0.656730
    Epoch 600/5000 - Loss: 0.651463
    Epoch 700/5000 - Loss: 0.660558
    Epoch 800/5000 - Loss: 0.660466
    Epoch 900/5000 - Loss: 0.650966
    Epoch 1000/5000 - Loss: 0.649461
    Epoch 1100/5000 - Loss: 0.643001
    Epoch 1200/5000 - Loss: 0.646415
    Epoch 1300/5000 - Loss: 0.652977
    Epoch 1400/5000 - Loss: 0.658082
    Epoch 1500/5000 - Loss: 0.639478
    Epoch 1600/5000 - Loss: 0.645353
    Epoch 1700/5000 - Loss: 0.641185
    Epoch 1800/5000 - Loss: 0.644965
    Epoch 1900/5000 - Loss: 0.648454
    Epoch 2000/5000 - Loss: 0.655931
    Epoch 2100/5000 - Loss: 0.661543
    Epoch 2200/5000 - Loss: 0.650302
    Epoch 2300/5000 - Loss: 0.638284
    Epoch 2400/5000 - Loss: 0.641623
    Epoch 2500/5000 - Loss: 0.646828
    Epoch 2600/5000 - Loss: 0.628532
    Epoch 2700/5000 - Loss: 0.630341
    Epoch 2800/5000 - Loss: 0.633716
    Epoch 2900/5000 - Loss: 0.622587
    Epoch 3000/5000 - Loss: 0.618840
    Epoch 3100/5000 - Loss: 0.615750
    Epoch 3200/5000 - Loss: 0.616138
    Epoch 3300/5000 - Loss: 0.616768
    Epoch 3400/5000 - Loss: 0.614435
    Epoch 3500/5000 - Loss: 0.614404
    Epoch 3600/5000 - Loss: 0.615184
    Epoch 3700/5000 - Loss: 0.613098
    Epoch 3800/5000 - Loss: 0.606366
    Epoch 3900/5000 - Loss: 0.605864
    Epoch 4000/5000 - Loss: 0.604116
    Epoch 4100/5000 - Loss: 0.602741
    Epoch 4200/5000 - Loss: 0.603313
    Epoch 4300/5000 - Loss: 0.604312
    Epoch 4400/5000 - Loss: 0.600931
    Epoch 4500/5000 - Loss: 0.600562
    Epoch 4600/5000 - Loss: 0.599013
    Epoch 4700/5000 - Loss: 0.598773
    Epoch 4800/5000 - Loss: 0.598423
    Epoch 4900/5000 - Loss: 0.598282
    Epoch 5000/5000 - Loss: 0.598969

>>> Config 10/19: run_9_ly11_lr0.05_bs32
    Epoch 100/5000 - Loss: 0.627814
    Epoch 200/5000 - Loss: 0.629942
    Epoch 300/5000 - Loss: 0.628932
    Epoch 400/5000 - Loss: 0.618330
    Epoch 500/5000 - Loss: 0.628025
    Epoch 600/5000 - Loss: 0.629584
    Epoch 700/5000 - Loss: 0.639105
    Epoch 800/5000 - Loss: 0.629107
    Epoch 900/5000 - Loss: 0.618945
    Epoch 1000/5000 - Loss: 0.629473
    Epoch 1100/5000 - Loss: 0.652772
    Epoch 1200/5000 - Loss: 0.629709
    Epoch 1300/5000 - Loss: 0.623713
    Epoch 1400/5000 - Loss: 0.625180
    Epoch 1500/5000 - Loss: 0.629878
    Epoch 1600/5000 - Loss: 0.624674
    Epoch 1700/5000 - Loss: 0.629056
    Epoch 1800/5000 - Loss: 0.630036
    Epoch 1900/5000 - Loss: 0.625723
    Epoch 2000/5000 - Loss: 0.623883
    Epoch 2100/5000 - Loss: 0.621652
    Epoch 2200/5000 - Loss: 0.628381
    Epoch 2300/5000 - Loss: 0.621874
    Epoch 2400/5000 - Loss: 0.621572
    Epoch 2500/5000 - Loss: 0.623189
    Epoch 2600/5000 - Loss: 0.619729
    Epoch 2700/5000 - Loss: 0.619878
    Epoch 2800/5000 - Loss: 0.620825
    Epoch 2900/5000 - Loss: 0.616383
    Epoch 3000/5000 - Loss: 0.622007
    Epoch 3100/5000 - Loss: 0.612354
    Epoch 3200/5000 - Loss: 0.616204
    Epoch 3300/5000 - Loss: 0.612574
    Epoch 3400/5000 - Loss: 0.613303
    Epoch 3500/5000 - Loss: 0.609385
    Epoch 3600/5000 - Loss: 0.608814
    Epoch 3700/5000 - Loss: 0.607229
    Epoch 3800/5000 - Loss: 0.606118
    Epoch 3900/5000 - Loss: 0.605791
    Epoch 4000/5000 - Loss: 0.605376
    Epoch 4100/5000 - Loss: 0.599887
    Epoch 4200/5000 - Loss: 0.599596
    Epoch 4300/5000 - Loss: 0.598734
    Epoch 4400/5000 - Loss: 0.598580
    Epoch 4500/5000 - Loss: 0.597407
    Epoch 4600/5000 - Loss: 0.596711
    Epoch 4700/5000 - Loss: 0.596514
    Epoch 4800/5000 - Loss: 0.596353
    Epoch 4900/5000 - Loss: 0.596372
    Epoch 5000/5000 - Loss: 0.595720

>>> Config 11/19: run_10_ly12_lr0.05_bs32
    Epoch 100/5000 - Loss: 0.647246
    Epoch 200/5000 - Loss: 0.643653
    Epoch 300/5000 - Loss: 0.647301
    Epoch 400/5000 - Loss: 0.645494
    Epoch 500/5000 - Loss: 0.655371
    Epoch 600/5000 - Loss: 0.667584
    Epoch 700/5000 - Loss: 0.645627
    Epoch 800/5000 - Loss: 0.650595
    Epoch 900/5000 - Loss: 0.643863
    Epoch 1000/5000 - Loss: 0.648741
    Epoch 1100/5000 - Loss: 0.652410
    Epoch 1200/5000 - Loss: 0.654348
    Epoch 1300/5000 - Loss: 0.650459
    Epoch 1400/5000 - Loss: 0.633240
    Epoch 1500/5000 - Loss: 0.644539
    Epoch 1600/5000 - Loss: 0.632005
    Epoch 1700/5000 - Loss: 0.629804
    Epoch 1800/5000 - Loss: 0.635837
    Epoch 1900/5000 - Loss: 0.641827
    Epoch 2000/5000 - Loss: 0.644529
    Epoch 2100/5000 - Loss: 0.635213
    Epoch 2200/5000 - Loss: 0.631212
    Epoch 2300/5000 - Loss: 0.635402
    Epoch 2400/5000 - Loss: 0.622105
    Epoch 2500/5000 - Loss: 0.632162
    Epoch 2600/5000 - Loss: 0.625598
    Epoch 2700/5000 - Loss: 0.627505
    Epoch 2800/5000 - Loss: 0.620938
    Epoch 2900/5000 - Loss: 0.619080
    Epoch 3000/5000 - Loss: 0.616200
    Epoch 3100/5000 - Loss: 0.626853
    Epoch 3200/5000 - Loss: 0.620730
    Epoch 3300/5000 - Loss: 0.617674
    Epoch 3400/5000 - Loss: 0.608330
    Epoch 3500/5000 - Loss: 0.610690
    Epoch 3600/5000 - Loss: 0.611818
    Epoch 3700/5000 - Loss: 0.604632
    Epoch 3800/5000 - Loss: 0.603324
    Epoch 3900/5000 - Loss: 0.601266
    Epoch 4000/5000 - Loss: 0.596473
    Epoch 4100/5000 - Loss: 0.597086
    Epoch 4200/5000 - Loss: 0.596230
    Epoch 4300/5000 - Loss: 0.593890
    Epoch 4400/5000 - Loss: 0.593027
    Epoch 4500/5000 - Loss: 0.590752
    Epoch 4600/5000 - Loss: 0.589840
    Epoch 4700/5000 - Loss: 0.588343
    Epoch 4800/5000 - Loss: 0.588052
    Epoch 4900/5000 - Loss: 0.587944
    Epoch 5000/5000 - Loss: 0.587565

>>> Config 12/19: run_11_ly13_lr0.05_bs32
    Epoch 100/5000 - Loss: 0.610418
    Epoch 200/5000 - Loss: 0.634729
    Epoch 300/5000 - Loss: 0.600250
    Epoch 400/5000 - Loss: 0.610225
    Epoch 500/5000 - Loss: 0.614605
    Epoch 600/5000 - Loss: 0.609859
    Epoch 700/5000 - Loss: 0.610529
    Epoch 800/5000 - Loss: 0.621835
    Epoch 900/5000 - Loss: 0.618359
    Epoch 1000/5000 - Loss: 0.619992
    Epoch 1100/5000 - Loss: 0.624980
    Epoch 1200/5000 - Loss: 0.588942
    Epoch 1300/5000 - Loss: 0.622432
    Epoch 1400/5000 - Loss: 0.585240
    Epoch 1500/5000 - Loss: 0.590862
    Epoch 1600/5000 - Loss: 0.586709
    Epoch 1700/5000 - Loss: 0.659628
    Epoch 1800/5000 - Loss: 0.663944
    Epoch 1900/5000 - Loss: 0.581283
    Epoch 2000/5000 - Loss: 0.690944
    Epoch 2100/5000 - Loss: 0.548800
    Epoch 2200/5000 - Loss: 0.553888
    Epoch 2300/5000 - Loss: 0.512347
    Epoch 2400/5000 - Loss: 0.496863
    Epoch 2500/5000 - Loss: 0.486039
    Epoch 2600/5000 - Loss: 0.480233
    Epoch 2700/5000 - Loss: 0.511277
    Epoch 2800/5000 - Loss: 0.452909
    Epoch 2900/5000 - Loss: 0.474799
    Epoch 3000/5000 - Loss: 0.474160
    Epoch 3100/5000 - Loss: 0.444155
    Epoch 3200/5000 - Loss: 0.440010
    Epoch 3300/5000 - Loss: 0.566109
    Epoch 3400/5000 - Loss: 0.459821
    Epoch 3500/5000 - Loss: 0.432904
    Epoch 3600/5000 - Loss: 0.403245
    Epoch 3700/5000 - Loss: 0.401679
    Epoch 3800/5000 - Loss: 0.397685
    Epoch 3900/5000 - Loss: 0.387086
    Epoch 4000/5000 - Loss: 0.397362
    Epoch 4100/5000 - Loss: 0.377127
    Epoch 4200/5000 - Loss: 0.394602
    Epoch 4300/5000 - Loss: 0.356145
    Epoch 4400/5000 - Loss: 0.371827
    Epoch 4500/5000 - Loss: 0.362205
    Epoch 4600/5000 - Loss: 0.344012
    Epoch 4700/5000 - Loss: 0.344421
