num_layers,lr,batch_size,opt_name,img_size,test_accuracy,epochs_run
3,0.05,32,adam,64,0.5641025641025641,1000
5,0.05,32,adam,64,0.6282051282051282,1000
7,0.05,32,adam,64,0.5961538461538461,1000
10,0.05,32,adam,64,0.5705128205128205,1000
15,0.05,32,adam,64,0.6153846153846154,1000
20,0.05,32,adam,64,0.5384615384615384,1000
