epoch,loss
1,0.6931386515498161
2,0.6931610964238644
3,0.6931683346629143
4,0.6930373795330524
5,0.6930833868682384
6,0.6930149123072624
7,0.6930405758321285
8,0.692909874022007
9,0.6930704899132252
10,0.6929012089967728
11,0.692954882979393
12,0.6930683292448521
13,0.6932482868432999
14,0.692739263176918
15,0.692423090338707
16,0.6927349045872688
17,0.6926371157169342
18,0.6927433870732784
19,0.6925229877233505
20,0.6930200755596161
21,0.6932789646089077
22,0.6930295117199421
23,0.6926575936377048
24,0.6926729753613472
25,0.6929933987557888
26,0.69287895783782
27,0.6928056441247463
28,0.6929367072880268
29,0.6929972395300865
30,0.6927703283727169
31,0.6929816864430904
32,0.6924880966544151
33,0.6930029094219208
34,0.692919097840786
35,0.6931296624243259
36,0.6923295855522156
37,0.6923078745603561
38,0.6934257261455059
39,0.6923687122762203
40,0.6932797469198704
41,0.6928100660443306
42,0.692689560353756
43,0.6923628263175488
44,0.692830253392458
45,0.6924410276114941
46,0.6930779106914997
47,0.6927880719304085
48,0.6935038678348064
49,0.6926334984600544
50,0.6937847584486008
51,0.6923694461584091
52,0.692017026245594
53,0.6919512934982777
54,0.6919442936778069
55,0.6929944530129433
56,0.6930220015347004
57,0.6929792501032352
58,0.6927654594182968
59,0.6923923417925835
60,0.6924005821347237
61,0.6927657909691334
62,0.6927341222763062
63,0.6921015568077564
64,0.6926180757582188
65,0.6918144524097443
66,0.6935747526586056
67,0.6925762258470058
68,0.6925728879868984
69,0.6917911730706692
70,0.6913141459226608
71,0.6913144327700138
72,0.6924201399087906
73,0.6932460740208626
74,0.6921499669551849
75,0.6940553896129131
76,0.6926506944000721
77,0.6938154362142086
78,0.6931447200477123
79,0.6925508826971054
80,0.6920772455632687
81,0.6912200786173344
82,0.692036334425211
83,0.6911771111190319
84,0.691806361079216
85,0.6929337047040462
86,0.6931373029947281
87,0.6921537593007088
88,0.6920867599546909
89,0.6903857104480267
90,0.6921241320669651
91,0.6916199140250683
92,0.6934639401733875
93,0.6914484351873398
94,0.69123400375247
95,0.6925486139953136
96,0.692678939551115
97,0.6919910833239555
98,0.6937678419053555
99,0.6919219978153706
100,0.6910362131893635
101,0.6933505348861217
102,0.691424585878849
103,0.6917303167283535
104,0.6915899775922298
105,0.6903670839965343
106,0.6934586316347122
107,0.691896591335535
108,0.6932892352342606
109,0.6919342279434204
110,0.6917837485671043
111,0.6922591589391232
112,0.6896135658025742
113,0.6908645443618298
114,0.6913820505142212
115,0.6920674294233322
116,0.6927276253700256
117,0.6920800097286701
118,0.6926932036876678
119,0.6920305229723454
120,0.6896752715110779
121,0.691436231136322
122,0.6933697797358036
123,0.6925993151962757
124,0.6890835464000702
125,0.6935464330017567
126,0.6912828832864761
127,0.6922178417444229
128,0.6899095550179482
129,0.6912753246724606
130,0.6915016695857048
131,0.6895388923585415
132,0.6932547949254513
133,0.6920939683914185
134,0.690846398472786
135,0.6893813498318195
136,0.6924072317779064
137,0.6933959983289242
138,0.6913705244660378
139,0.6916898153722286
140,0.6899257637560368
141,0.6927703507244587
142,0.6911270283162594
143,0.6922412775456905
144,0.6899800673127174
145,0.6910733841359615
146,0.6933529824018478
147,0.6928978152573109
148,0.6932892389595509
149,0.6912133619189262
